datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C;D;E;F;D1;F1;D2;F2;D3;F3;D4;F4;D5;F5;D6;F6;D7;F7;D8;F8;D9;F9;D10;F10;D11;F11;D12;F12;D13;F13;D14;F14;D15;F15;D16;F16;D17;F17;D18;F18;D19;F19;D20;F20;D21;F21;D22;F22;D23;F23;D24;F24
26.09.2021;Wahl zum Deutschen Bundestag;06411000;92027;92027;1;1;0;0;0;0;1033;1033;7;1026;1;1032;76;65;201;186;25;25;103;124;482;455;84;83;0;11;22;13;11;6;0;7;0;0;0;1;0;5;2;0;0;0;7;8;0;0;0;0;0;0;0;5;0;0;0;1;0;37;13;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;92028;92028;1;1;0;0;0;0;836;836;6;830;1;835;111;85;160;148;38;41;64;79;366;348;48;70;0;9;13;2;14;12;0;8;0;0;0;2;0;0;4;2;0;2;5;2;0;0;0;1;0;0;0;2;0;1;0;1;0;20;7;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;93030;93030;1;1;0;0;0;0;970;970;4;966;2;968;182;145;175;181;16;19;85;122;394;364;68;70;0;5;28;11;7;3;0;2;0;0;0;5;0;3;0;0;0;0;7;4;0;0;0;1;0;0;0;2;0;0;0;1;0;30;4;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;93031;93031;1;1;0;0;0;0;644;644;2;642;0;644;234;198;116;130;19;18;55;77;176;164;18;19;0;5;7;6;14;5;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;0;0;0;0;2;0;0;0;3;0;13;1;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;93032;93032;1;1;0;0;0;0;938;938;13;925;3;935;248;213;138;132;11;15;108;151;353;327;40;43;0;7;9;7;2;2;0;2;0;0;0;1;0;1;1;0;0;0;11;11;0;0;0;0;0;1;0;1;0;0;0;0;0;21;4;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;93033;93033;1;1;0;0;0;0;530;530;7;523;4;526;102;79;123;115;20;20;35;51;185;179;34;36;0;4;13;8;3;2;0;3;0;0;0;1;0;0;3;0;0;5;5;0;0;0;0;0;0;1;0;0;0;1;0;1;0;20;0;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;93034;93034;1;1;0;0;0;0;1003;1003;8;995;4;999;183;151;213;211;28;26;92;106;344;328;66;82;0;15;26;12;17;8;0;8;0;0;0;1;0;0;5;2;0;0;16;15;0;0;0;0;0;0;0;7;0;1;0;1;0;25;5;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;93035;93035;1;1;0;0;0;0;608;608;8;600;2;606;98;72;134;124;15;18;40;52;234;225;49;55;0;8;13;7;8;7;0;5;0;1;0;0;0;0;0;0;0;0;7;8;0;0;0;0;0;0;0;5;0;1;0;2;0;16;2;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;93036;93036;1;1;0;0;0;0;642;642;6;636;1;641;141;111;154;149;14;22;79;82;201;191;21;32;0;9;7;4;8;6;0;2;0;0;0;1;0;0;1;0;0;0;7;5;0;0;0;0;0;0;0;2;0;0;0;2;0;23;3;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;94040;94040;1;1;0;0;0;0;682;682;5;677;1;681;163;134;134;131;8;8;66;100;241;227;38;37;0;3;10;4;6;4;0;5;0;0;0;1;0;2;0;0;0;0;7;6;0;0;0;0;0;0;0;3;0;1;0;0;0;15;4;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;94041;94041;1;1;0;0;0;0;731;731;5;726;2;729;227;184;140;132;6;6;81;122;236;219;18;32;0;0;4;4;6;5;0;1;0;0;0;0;0;0;6;0;0;1;0;4;0;0;0;0;0;0;0;1;0;1;0;1;0;16;2;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;94042;94042;1;1;0;0;0;0;921;921;7;914;2;919;152;132;193;207;25;26;89;110;358;317;57;59;0;11;14;8;16;7;0;4;0;1;0;0;0;0;2;0;0;0;5;4;0;2;0;0;0;0;0;1;0;0;0;2;0;28;3;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;94043;94043;1;1;0;0;0;0;932;932;7;925;3;929;153;124;195;208;22;23;62;83;384;357;59;71;0;6;21;13;12;6;0;2;0;0;0;0;0;2;2;0;0;1;12;7;0;0;0;0;0;0;0;1;0;0;0;3;0;22;3;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;94044;94044;1;1;0;0;0;0;1053;1053;9;1044;5;1048;99;82;235;228;23;27;89;96;441;409;103;101;0;13;29;12;11;7;0;13;0;0;0;2;0;2;1;0;0;0;7;7;0;0;0;0;0;0;0;7;0;0;0;11;0;31;6;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;94045;94045;1;1;0;0;0;0;665;665;3;662;1;664;116;94;140;130;12;12;37;55;282;273;47;54;0;6;9;3;12;12;0;1;0;0;0;1;0;2;0;0;0;0;2;3;0;0;0;0;0;2;0;3;0;0;0;1;0;12;5;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;95050;95050;1;1;0;0;0;0;855;855;4;851;1;854;175;139;219;220;34;36;56;76;272;260;48;50;0;15;18;9;17;6;0;4;0;1;0;0;0;1;2;0;0;2;8;7;0;1;0;0;0;0;0;0;0;1;0;5;0;21;2;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;95051;95051;1;1;0;0;0;0;754;754;4;750;3;751;113;93;162;144;13;20;69;86;298;277;43;52;0;5;20;9;19;15;0;4;0;1;0;2;0;1;2;0;0;0;8;7;0;0;0;0;0;0;0;4;0;1;0;2;0;28;3;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;95052;95052;1;1;0;0;0;0;810;810;14;796;11;799;165;134;210;201;37;37;71;86;227;222;50;57;0;8;13;5;17;12;0;7;0;1;0;1;0;0;0;0;0;0;6;5;0;0;0;0;0;0;0;1;0;1;0;4;0;17;0;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;95053;95053;1;1;0;0;0;0;942;942;10;932;5;937;153;121;276;254;25;33;110;129;271;235;41;64;0;21;26;8;17;11;0;6;0;0;0;4;0;1;3;0;0;0;10;8;0;1;0;0;0;0;0;3;0;4;0;7;0;27;0;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;95054;95054;1;1;0;0;0;0;792;792;15;777;10;782;149;123;283;275;17;22;69;89;186;181;39;44;0;15;12;4;10;4;0;3;0;2;0;1;0;0;0;0;0;1;7;5;0;0;0;1;0;0;0;0;0;0;0;4;0;8;5;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;95055;95055;1;1;0;0;0;0;693;693;13;680;13;680;139;115;235;219;29;29;71;88;143;144;19;26;0;10;16;10;18;13;0;0;0;1;0;2;0;1;0;0;0;1;7;6;0;0;0;0;0;0;0;1;0;2;0;3;0;9;3;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;96060;96060;1;1;0;0;0;0;774;774;13;761;5;769;179;143;196;192;33;33;85;115;186;170;49;48;0;12;10;9;13;5;0;8;0;0;0;0;0;4;3;2;0;0;7;7;0;1;0;1;0;1;0;3;0;1;0;5;0;9;0;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;96061;96061;1;1;0;0;0;0;482;482;4;478;4;478;94;84;181;174;26;27;32;36;108;94;20;29;0;5;7;2;8;7;0;2;0;0;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;2;0;12;1;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;96062;96062;1;1;0;0;0;0;536;536;4;532;3;533;102;83;184;183;14;15;46;55;134;132;26;22;0;3;5;2;14;6;0;4;0;0;0;0;0;1;1;1;0;0;5;7;0;0;0;0;0;0;0;0;0;2;0;6;0;11;1;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;96063;96063;1;1;0;0;0;0;825;825;13;812;3;822;219;189;216;207;25;26;87;107;206;207;21;22;0;15;17;7;11;7;0;5;0;1;0;1;0;0;0;1;0;0;7;8;0;0;0;0;0;0;0;0;0;2;0;2;0;15;3;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;96064;96064;1;1;0;0;0;0;764;764;11;753;6;758;197;172;230;225;22;30;80;95;144;128;33;37;0;13;18;11;19;8;0;1;0;0;0;2;0;0;1;2;0;0;5;6;0;4;0;0;0;0;0;0;0;1;0;4;0;19;4;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;96065;96065;1;1;0;0;0;0;817;817;20;797;7;810;184;163;260;248;33;28;53;70;191;184;36;36;0;17;16;7;14;12;0;4;0;0;0;1;0;3;1;0;0;0;6;5;0;2;0;0;0;0;0;0;0;3;0;10;0;17;3;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;96066;96066;1;1;0;0;0;0;768;768;11;757;5;763;144;126;263;259;35;39;64;78;170;163;46;41;0;15;13;6;14;5;0;2;0;0;0;3;0;3;1;1;0;0;6;5;0;1;0;0;0;0;0;3;0;0;0;1;0;12;1;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;97070;97070;1;1;0;0;0;0;757;757;6;751;4;753;210;170;188;192;37;41;61;98;200;193;26;26;0;6;11;2;12;6;0;1;0;0;0;0;0;0;0;0;0;0;6;8;0;0;0;0;0;1;0;0;0;0;0;1;0;8;0;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;97071;97071;1;1;0;0;0;0;753;753;6;747;1;752;246;194;163;160;20;29;66;112;190;181;31;35;0;3;10;2;11;7;0;1;0;0;0;3;0;3;0;0;0;0;9;7;0;1;0;0;0;0;0;0;0;1;0;2;0;11;1;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;97072;97072;1;1;0;0;0;0;743;743;11;732;5;738;230;176;195;192;24;31;56;63;170;159;23;32;0;7;8;2;19;13;0;6;0;1;0;1;0;0;0;0;0;0;5;3;0;32;0;0;0;0;0;1;0;2;0;2;0;15;2;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;97073;97073;1;1;0;0;0;0;781;781;16;765;9;772;161;131;213;219;41;43;52;72;234;202;28;44;0;7;14;9;12;8;0;2;0;1;0;1;0;1;0;0;0;0;9;8;0;0;0;0;0;2;0;3;0;2;0;1;0;16;1;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;97074;97074;1;1;0;0;0;0;769;769;5;764;3;766;194;161;175;170;31;37;66;83;215;214;36;37;0;2;22;10;12;9;0;4;0;0;0;3;0;0;1;0;0;0;7;9;0;0;0;0;0;1;0;0;0;1;0;5;0;20;5;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;97075;97075;1;1;0;0;0;0;757;757;7;750;4;753;177;151;168;175;22;29;53;69;246;223;34;38;0;7;17;10;10;5;0;3;0;1;0;2;0;2;2;1;0;0;14;13;0;0;0;0;0;0;0;1;0;2;0;2;0;19;7;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;97076;97076;1;1;0;0;0;0;732;732;9;723;3;729;155;123;210;219;20;21;51;66;219;202;32;38;0;6;14;6;12;6;0;5;0;0;0;2;0;2;0;0;0;0;7;5;0;4;0;0;0;0;0;0;0;3;0;4;0;17;3;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;97077;97077;1;1;0;0;0;0;773;773;14;759;10;763;235;183;184;201;40;37;54;84;189;183;31;31;0;2;11;6;9;7;0;3;0;0;0;1;0;0;0;0;0;0;6;6;0;2;0;0;0;0;0;0;0;0;0;0;0;17;0;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;98080;98080;1;1;0;0;0;0;888;888;18;870;10;878;184;155;327;332;38;38;82;90;155;158;35;35;0;13;14;5;27;12;0;5;0;2;0;3;0;1;1;1;0;1;4;2;0;4;0;0;0;0;0;0;0;2;0;6;0;13;3;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;98081;98081;1;1;0;0;0;0;824;824;15;809;12;812;220;189;265;258;40;40;52;75;168;156;21;33;0;17;15;7;14;11;0;1;0;0;0;2;0;2;2;1;0;0;9;10;0;0;0;0;0;0;0;0;0;0;0;3;0;7;3;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;99090;99090;1;1;0;0;0;0;789;789;6;783;3;786;132;116;173;155;28;30;54;73;315;302;53;60;0;4;7;5;5;2;0;4;0;0;0;0;0;0;0;0;0;3;11;9;0;0;0;0;0;0;0;2;0;1;0;9;0;11;5;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;99091;99091;1;1;0;0;0;0;911;911;9;902;5;906;233;185;243;234;35;47;63;85;249;230;35;52;0;15;21;6;14;12;0;2;0;0;0;2;0;0;0;0;0;0;8;7;0;3;0;0;0;0;0;2;0;1;0;7;0;16;1;0
26.09.2021;Wahl zum Deutschen Bundestag;06411000;99092;99092;1;1;0;0;0;0;778;778;11;767;1;777;174;144;214;206;33;36;52;69;215;209;44;47;0;11;8;2;10;5;0;3;0;2;0;2;0;0;0;0;0;0;15;14;0;0;0;0;0;0;0;2;0;0;0;4;0;21;2;0
