datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A;A1;A2;A3;B;B1;C;D;E;F;D1;F1;D2;F2;D3;F3;D4;F4;D5;F5;D6;F6;D7;F7;D8;F8;D9;F9;D10;F10;D11;F11;D12;F12;D13;F13;D14;F14;D15;F15;D16;F16;D17;F17;D18;F18;D19;F19;D20;F20;D21;F21;D22;F22;D23;F23;D24;F24;D25;F25
08.10.2023;Landtagswahl 2023;06411000;190;00190 - Schillerschule;1;1;958;671;287;0;424;1;10;414;9;415;52;48;144;137;67;61;28;29;12;12;45;53;14;11;;8;8;6;2;2;;3;;0;;4;5;4;;0;3;3;;3;;0;;0;33;31;;0;1;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;200;00200 - Schillerschule;1;1;770;574;196;0;343;4;2;341;3;340;34;32;135;127;59;55;27;27;14;13;34;42;3;2;;6;10;7;1;2;;2;;0;;0;2;2;;0;1;0;;1;;0;;0;19;19;;3;2;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;210;00210 - Schillerschule;1;1;1074;792;282;0;424;4;6;418;6;418;54;58;131;129;64;54;47;44;12;15;47;46;4;2;;5;6;3;4;5;;4;;0;;1;2;3;;0;1;1;;2;;0;;1;44;44;;1;2;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;220;00220 - Bernhard-Adelung-Schule;1;1;1140;790;350;0;493;11;6;487;4;489;51;52;193;194;84;77;33;35;9;12;50;54;6;4;;3;11;13;6;4;;0;;0;;1;0;0;;0;2;1;;3;;3;;0;41;31;;2;1;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;230;00230 - Bernhard-Adelung-Schule;1;1;1403;1013;390;0;486;5;7;479;6;480;70;69;112;122;99;70;63;66;10;17;56;66;10;3;;5;7;11;6;1;;1;;0;;3;4;2;;0;5;2;;7;;2;;0;32;31;;2;5;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;240;00240 - Kiga Ev.Thomasgemeinde;1;1;1267;909;358;0;441;5;8;433;6;435;77;76;97;106;113;98;52;57;16;16;37;40;6;6;;4;9;5;3;5;;1;;0;;1;2;2;;1;0;0;;0;;1;;0;20;15;;1;1;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;250;00250 - Chr.-Morgenstern-Schule;1;1;1050;733;317;0;434;10;5;429;2;432;49;50;160;176;84;61;22;25;10;16;46;55;4;6;;5;10;7;0;0;;0;;0;;0;2;1;;1;1;0;;0;;0;;0;38;26;;3;3;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;260;00260 - Kiga Ev.Thomasgemeinde;1;1;819;539;280;0;419;5;2;417;5;414;134;133;112;115;54;38;39;40;22;20;17;16;6;3;;8;9;10;1;0;;2;;0;;4;1;1;;0;0;0;;2;;1;;0;21;21;;0;1;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;270;00270 - Kiga Ev.Thomasgemeinde;1;1;1299;869;430;0;631;1;4;627;3;628;222;216;164;160;96;95;40;44;34;38;22;16;12;9;;9;3;5;1;1;;5;;0;;2;2;1;;0;0;1;;0;;0;;0;31;26;;0;0;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;280;00280 - Abendgymnasium;1;1;1409;749;660;0;493;4;4;489;4;489;131;127;194;183;59;50;18;18;22;31;21;25;5;6;;3;5;6;2;1;;1;;0;;4;1;2;;1;0;0;;5;;0;;0;29;24;;2;2;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;290;00290 - Abendgymnasium;1;1;981;606;375;0;341;3;4;337;2;339;64;67;109;98;67;58;24;25;16;18;22;32;2;3;;8;9;7;4;2;;1;;0;;1;2;2;;0;1;2;;0;;1;;0;16;12;;2;1;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;310;00310 - Abendgymnasium;1;1;1272;940;332;0;475;5;5;470;2;473;73;80;127;115;78;72;50;51;27;32;35;41;12;6;;9;7;3;6;4;;6;;0;;7;2;3;;1;1;0;;2;;0;;0;47;38;;3;5;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;320;00320 - Abendgymnasium;1;1;1286;846;440;0;537;23;4;533;1;536;78;80;184;181;89;76;43;45;16;21;45;61;13;11;;7;12;10;1;2;;2;;0;;2;5;5;;0;3;1;;2;;0;;0;38;27;;3;6;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;330;00330 - Abendgymnasium;1;1;1290;883;407;0;504;13;3;501;0;504;68;75;156;166;89;74;49;49;20;17;50;50;9;10;;9;6;4;1;0;;3;;0;;4;2;0;;1;3;3;;5;;0;;0;43;31;;3;5;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;340;00340 - Elly-Heuss-Knapp-Schule;1;1;1186;776;410;0;527;11;4;523;4;523;122;130;139;138;89;68;56;56;30;34;28;36;9;7;;5;5;1;3;2;;3;;0;;1;1;2;;0;2;0;;1;;0;;0;37;38;;1;2;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;350;00350 - Elly-Heuss-Knapp-Schule;1;1;1192;909;283;0;506;7;8;498;5;501;93;100;143;152;95;80;38;43;14;15;39;44;14;9;;5;7;6;2;3;;1;;0;;2;2;1;;0;3;0;;1;;1;;1;44;33;;4;4;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;370;00370 - Käthe-Kollwitz-Schule;1;1;1340;997;343;0;476;1;11;465;11;465;105;115;88;92;110;79;72;78;15;19;24;27;13;10;;7;10;5;4;4;;0;;0;;0;6;6;;0;1;1;;2;;0;;0;14;17;;3;3;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;380;00380 - Käthe-Kollwitz-Schule;1;1;953;569;384;0;300;3;3;297;1;299;48;44;80;92;56;46;50;54;23;26;8;9;8;7;;1;3;5;1;1;;2;;0;;0;3;3;;0;1;0;;1;;0;;0;16;8;;0;0;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;390;00390 - Käthe-Kollwitz-Schule;1;1;1256;1016;240;0;433;3;8;425;10;423;96;100;83;85;72;58;93;92;15;13;25;25;13;15;;8;4;4;3;1;;1;;1;;1;4;2;;0;0;0;;3;;0;;0;11;11;;3;6;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;411;00411 - Erich Kästner-Schule;1;1;952;694;258;0;453;6;3;450;2;451;35;33;197;205;84;66;42;44;4;7;33;49;7;6;;1;6;2;1;1;;0;;0;;0;4;2;;0;2;0;;3;;3;;0;32;27;;2;3;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;412;00412 - Erich Kästner-Schule;1;1;755;569;186;0;256;5;4;252;3;253;43;43;79;70;51;49;49;47;11;13;9;18;0;1;;2;2;2;3;1;;0;;1;;0;0;0;;0;0;0;;1;;0;;0;5;5;;0;0;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;413;00413 - Familienzentrum;1;1;902;571;331;0;254;2;4;250;6;248;50;41;81;85;47;44;29;31;4;5;17;16;9;10;;1;1;0;2;2;;1;;0;;1;0;0;;0;0;0;;1;;0;;0;10;9;;1;0;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;421;00421 - Erich Kästner-Schule;1;1;1111;896;215;0;332;1;4;328;4;328;77;79;28;24;50;48;117;119;10;10;26;27;3;3;;0;3;3;3;3;;0;;0;;0;1;0;;0;3;2;;1;;1;;0;7;7;;1;0;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;422;00422 - Erich Kästner-Schule;1;1;900;676;224;0;269;0;4;265;1;268;68;66;65;65;40;35;36;36;14;19;20;21;1;1;;3;1;2;3;2;;0;;0;;0;2;2;;3;1;0;;1;;1;;0;13;11;;0;1;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;431;00431 - Kinderhort, Jägertorstr.;1;1;1045;840;205;0;362;4;5;357;7;355;73;66;60;62;69;69;75;78;15;16;25;26;10;9;;4;7;4;3;2;;0;;0;;0;0;0;;0;2;2;;1;;1;;0;17;13;;2;1;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;432;00432 - Erich Kästner-Schule;1;1;943;707;236;0;434;5;12;422;12;422;112;101;86;85;84;75;85;88;10;16;17;27;3;3;;2;4;4;0;1;;3;;0;;1;1;1;;0;2;1;;1;;1;;0;17;12;;0;1;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;440;00440 - Kinderhort, Jägertorstr.;1;1;715;487;228;0;275;6;11;264;3;272;57;57;48;44;56;52;49;53;7;10;20;18;12;11;;5;4;4;0;0;;0;;0;;6;0;1;;0;0;0;;2;;1;;0;11;7;;1;0;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;450;00450 - Stadtteilschule Arheilg.;1;1;1233;931;302;0;468;6;8;460;8;460;119;109;94;100;93;78;74;78;12;22;15;18;12;12;;2;7;5;3;3;;1;;1;;4;5;5;;1;0;0;;6;;0;;0;23;15;;0;3;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;460;00460 - Stadtteilschule Arheilg.;1;1;1179;843;336;0;519;4;11;508;10;509;160;152;89;93;117;100;67;71;13;17;23;28;11;8;;3;7;6;2;3;;2;;0;;5;5;2;;0;2;2;;2;;0;;0;12;14;;1;0;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;481;00481 - Astrid-Lindgren-Schule;1;1;1136;764;372;0;451;7;9;442;7;444;127;123;100;108;82;64;57;69;13;18;24;17;12;12;;2;4;2;1;2;;0;;1;;4;3;4;;0;1;1;;1;;0;;1;17;12;;3;1;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;482;00482 - Wilhelm-Busch-Schule;1;1;1250;933;317;0;491;3;13;478;13;478;104;113;92;94;101;76;90;93;29;31;15;20;14;9;;4;4;5;4;1;;1;;0;;4;2;3;;1;1;0;;3;;0;;1;21;19;;0;1;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;483;00483 - Wilhelm-Busch-Schule;1;1;1065;765;300;0;433;8;6;427;5;428;156;151;74;82;82;65;54;58;21;29;17;12;4;5;;2;1;6;0;0;;2;;0;;0;0;1;;0;0;0;;0;;0;;0;17;14;;1;1;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;490;00490 - Astrid-Lindgren-Schule;1;1;909;637;272;0;444;1;4;440;3;441;104;113;109;111;111;86;61;64;10;13;12;14;4;8;;5;8;8;1;0;;0;;0;;4;1;0;;0;1;1;;1;;0;;1;18;12;;0;0;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;500;00500 - Astrid-Lindgren-Schule;1;1;947;679;268;0;433;9;4;429;4;429;103;95;79;98;112;94;65;68;12;17;19;17;8;7;;7;8;2;2;2;;1;;0;;3;1;0;;1;1;1;;2;;0;;0;17;13;;1;2;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;510;00510 - Astrid-Lindgren-Schule;1;1;776;551;225;0;308;58;5;303;6;302;56;56;54;57;69;61;56;57;9;11;26;20;5;4;;8;3;4;4;3;;0;;0;;3;2;2;;0;1;0;;0;;0;;0;17;15;;1;1;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;521;00521 - Wilhelm-Busch-Schule;1;1;786;555;231;0;363;1;4;359;6;357;111;107;65;69;65;59;62;57;19;23;15;17;7;6;;1;2;3;3;3;;1;;0;;2;0;1;;0;0;0;;2;;0;;0;9;4;;2;1;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;522;00522 - Wilhelm-Busch-Schule;1;1;801;593;208;0;338;2;7;331;9;329;87;87;61;73;73;54;61;60;13;12;10;12;5;3;;3;9;8;1;0;;3;;0;;0;1;2;;0;0;0;;0;;1;;0;9;11;;0;1;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;530;00530 - Freiwillige Feuerwehr DA-Arheilgen;1;1;1188;888;300;0;466;6;3;463;5;461;123;124;74;78;105;78;79;84;19;20;15;23;14;14;;3;7;5;8;8;;6;;1;;3;1;2;;1;1;1;;0;;0;;0;13;10;;0;4;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;540;00540 - Alice-Eleonoren-Schule (Kapellplatz);1;1;751;534;217;0;257;4;1;256;0;257;52;51;64;71;51;47;20;19;6;7;21;24;2;3;;4;2;1;3;2;;0;;0;;2;3;0;;0;0;0;;1;;1;;0;31;24;;0;1;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;550;00550 - Alice-Eleonoren-Schule (Kapellplatz);1;1;1209;851;358;0;452;9;3;449;2;450;76;77;136;132;90;82;40;42;22;29;30;38;4;4;;1;7;4;2;1;;2;;0;;1;3;2;;0;1;1;;0;;1;;1;35;30;;2;3;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;560;00560 - Alice-Eleonoren-Schule (Kapellplatz);1;1;1182;801;381;0;407;14;1;406;2;405;78;80;108;114;72;56;37;39;18;21;33;35;10;10;;7;8;6;5;3;;3;;0;;2;2;1;;0;1;1;;2;;0;;0;30;23;;2;4;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;570;00570 - Heinrich-Hoffmann-Schule;1;1;1070;776;294;0;454;8;2;452;2;452;85;87;124;136;88;70;41;44;17;19;37;41;7;8;;5;6;3;6;4;;2;;0;;0;0;0;;0;1;0;;1;;0;;0;36;30;;2;4;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;580;00580 - Heinrich-Hoffmann-Schule;1;1;957;669;288;0;411;7;9;402;9;402;59;64;133;132;88;77;28;26;15;13;31;35;9;10;;6;10;9;6;3;;1;;0;;2;1;0;;0;0;0;;4;;0;;1;22;18;;1;0;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;600;00600 - Georg-Büchner-Schule;1;1;1503;989;514;0;663;6;10;653;10;653;176;175;184;207;157;73;36;38;30;43;31;46;19;10;;9;;5;;4;;0;;1;;1;;4;;0;;0;;2;0;0;;0;16;34;;1;4;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;610;00610 - Alice-Eleonoren-Schule;1;1;1340;868;472;0;663;8;5;658;3;660;226;227;159;189;157;81;36;42;33;49;18;24;12;10;;3;;6;;2;;0;;0;;0;;1;;3;;0;;2;1;2;;0;16;19;;0;0;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;620;00620 - Lichtenbergschule;1;1;1030;710;320;0;501;3;3;498;3;498;147;150;127;147;116;63;42;46;24;27;22;24;6;4;;3;;4;;1;;1;;0;;0;;1;;1;;0;;2;2;2;;0;12;22;;0;0;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;630;00630 - Herderschule;1;1;949;634;315;0;448;9;5;443;3;445;79;79;131;180;152;58;21;20;11;17;22;33;10;10;;3;;6;;2;;2;;0;;2;;2;;0;;0;;3;2;1;;0;15;27;;0;0;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;640;00640 - Herderschule;1;1;1095;766;329;0;509;13;8;501;6;503;67;74;151;161;129;63;50;48;22;26;39;52;10;7;;11;;5;;2;;5;;1;;2;;2;;0;;2;;6;2;1;;1;28;32;;2;3;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;650;00650 - Lichtenbergschule;1;1;1137;780;357;0;338;8;6;332;7;331;53;53;99;106;85;41;38;39;10;15;34;38;6;7;;3;;0;;6;;0;;1;;3;;0;;0;;0;;1;1;0;;0;5;16;;2;1;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;660;00660 - Herderschule;1;1;1057;729;328;0;496;10;6;490;8;488;70;80;140;166;125;59;42;41;24;28;43;50;13;9;;4;;5;;6;;1;;0;;3;;1;;0;;0;;4;1;1;;0;30;29;;1;2;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;680;00680 - Mornewegschule (Schulcontainer);1;1;1279;844;435;0;609;4;5;604;4;605;120;110;170;201;187;122;42;43;23;30;32;48;11;6;;3;;3;;3;;3;;0;;2;;3;;1;;0;;2;1;0;;0;18;24;;1;0;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;690;00690 - Mornewegschule (Schulcontainer);1;1;1210;856;354;0;515;14;7;508;5;510;106;113;145;148;99;82;52;53;24;31;23;22;12;10;;3;8;4;1;1;;0;;1;;3;2;3;;1;1;1;;3;;0;;0;32;30;;1;3;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;710;00710 - Georg-Moller-Haus;1;1;1081;831;250;0;466;7;8;458;8;458;75;75;114;110;91;83;51;50;18;20;47;51;8;10;;3;12;11;7;6;;1;;1;;2;0;2;;2;0;0;;1;;0;;0;31;25;;5;4;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;720;00720 - Mornewegschule (Schulcontainer);1;1;1232;882;350;0;366;3;10;356;7;359;46;46;110;106;73;69;48;50;17;21;20;18;8;8;;6;5;5;0;0;;0;;0;;6;1;1;;0;0;0;;2;;0;;0;25;18;;3;3;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;730;00730 - Heinrich-Heine-Schule;1;1;1364;982;382;0;550;9;8;542;9;541;85;86;160;176;138;92;44;47;19;21;55;47;13;5;;7;;6;;1;;5;;1;;2;;4;;0;;1;;5;0;1;;1;28;32;;1;0;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;750;00750 - Heinrich-Heine-Schule;1;1;890;699;191;0;310;2;7;303;1;309;77;76;52;52;61;41;56;64;11;14;22;23;10;5;;7;;0;;2;;0;;1;;3;;0;;2;;1;;1;0;0;;1;14;16;;0;0;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;760;00760 - Heinrich-Heine-Schule;1;1;1090;848;242;0;493;10;12;481;11;482;88;100;111;114;133;83;66;67;16;16;24;24;19;13;;10;;4;;4;;5;;1;;3;;0;;0;;0;;5;0;0;;0;20;32;;1;4;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;780;00780 - Wilhelm-Leuschner-Schule;1;1;1502;1100;402;0;557;17;8;549;9;548;111;101;118;130;122;80;90;94;14;22;46;51;16;8;;3;;10;;1;;3;;0;;5;;3;;1;;1;;1;1;1;;0;28;30;;3;3;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;790;00790 - Wilhelm-Leuschner-Schule;1;1;1237;873;364;0;450;4;5;445;4;446;93;92;126;122;100;65;49;51;18;19;23;26;22;14;;7;;8;;5;;1;;0;;3;;6;;0;;0;;4;0;0;;0;13;20;;3;1;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;800;00800 - Verwaltungsseminar;1;1;1388;1016;372;0;413;9;5;408;3;410;67;52;132;133;87;59;40;49;22;25;27;28;12;10;;3;;0;;6;;3;;0;;2;;6;;0;;0;;0;0;0;;0;21;31;;3;0;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;810;00810 - Verwaltungsseminar;1;1;906;665;241;0;313;4;3;310;3;310;63;53;105;109;46;26;27;34;18;26;19;18;8;4;;2;;2;;5;;0;;0;;4;;2;;1;;0;;2;0;0;;0;22;20;;2;2;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;820;00820 - Friedrich-Ebert-Schule;1;1;1106;737;369;0;483;7;12;471;11;472;128;134;76;107;153;82;69;80;18;18;5;12;11;6;;7;;3;;0;;0;;0;;0;;1;;0;;2;;0;0;1;;0;8;17;;2;3;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;831;00831 - Friedrich-Ebert-Schule;1;1;750;532;218;0;338;3;4;334;3;335;90;95;39;41;96;70;72;73;12;11;16;18;6;5;;5;;3;;1;;2;;1;;1;;0;;1;;0;;0;0;0;;0;3;6;;2;0;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;832;00832 - Friedrich-Ebert-Schule;1;1;799;652;147;0;327;1;9;318;8;319;83;80;39;54;77;48;58;63;22;26;19;15;8;6;;3;;3;;1;;1;;0;;0;;0;;0;;1;;3;0;0;;1;9;10;;4;3;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;840;00840 - Friedrich-Ebert-Schule;1;1;1391;932;459;0;619;5;17;602;17;602;158;173;96;121;169;95;90;102;29;35;24;25;17;11;;6;;7;;3;;0;;0;;3;;0;;0;;0;;2;2;1;;0;15;14;;4;2;;;;;;;
08.10.2023;Landtagswahl 2023;06411000;850;00850 - Friedrich-Ebert-Schule;1;1;1158;814;344;0;447;8;11;436;13;434;125;134;54;65;121;73;74;82;18;18;15;16;15;10;;5;;5;;2;;2;;0;;1;;1;;1;;0;;1;0;0;;0;13;18;;0;1;;;;;;;
