Wahl_Abkürzung,gebiet-nr,Stadtteil,Partei,Prozent,Stimmen
BTW21,95050,,Grüne,30.409356725146196,260
BTW21,95051,,Grüne,36.737400530503976,277
BTW21,95052,,Grüne,27.40740740740741,222
BTW21,95053,,Grüne,24.94692144373673,235
BTW21,95054,,Grüne,22.853535353535353,181
BTW21,95055,,Grüne,20.77922077922078,144
BTW21,96060,,Grüne,21.963824289405682,170
BTW21,96061,,Grüne,19.502074688796682,94
BTW21,96062,,Grüne,24.62686567164179,132
BTW21,96063,,Grüne,25.09090909090909,207
BTW21,96064,,Grüne,16.75392670157068,128
BTW21,96065,,Grüne,22.52141982864137,184
BTW21,96066,,Grüne,21.223958333333336,163
BTW21,97070,,Grüne,25.495376486129455,193
BTW21,97071,,Grüne,24.03718459495352,181
BTW21,97072,,Grüne,21.399730820995963,159
BTW21,97073,,Grüne,25.86427656850192,202
BTW21,97074,,Grüne,27.828348504551364,214
BTW21,97075,,Grüne,29.45838837516512,223
BTW21,97076,,Grüne,27.595628415300546,202
BTW21,97077,,Grüne,23.673997412677878,183
BTW21,98080,,Grüne,17.792792792792792,158
BTW21,98081,,Grüne,18.932038834951456,156
BTW21,99090,,Grüne,38.27629911280101,302
BTW21,99091,,Grüne,25.24698133918771,230
BTW21,99092,,Grüne,26.86375321336761,209
LTW23,10,DA-Mitte,Grüne,26.881720430107524,75
LTW23,20,DA-Mitte,Grüne,30.165289256198346,73
LTW23,30,DA-Mitte,Grüne,39.183673469387756,96
LTW23,40,DA-Mitte,Grüne,26.394052044609666,71
LTW23,50,DA-Mitte,Grüne,28.92857142857143,81
LTW23,60,DA-Nord,Grüne,24.34017595307918,83
LTW23,90,DA-Nord,Grüne,35.657370517928285,179
LTW23,100,DA-Nord,Grüne,40.625,221
LTW23,120,DA-Nord,Grüne,18.69158878504673,40
LTW23,130,DA-Nord,Grüne,39.29824561403509,224
LTW23,140,DA-Nord,Grüne,38.12316715542522,130
LTW23,150,DA-Nord,Grüne,38.24175824175824,174
LTW23,180,DA-Nord,Grüne,36.897274633123686,176
LTW23,190,DA-Nord,Grüne,32.31132075471698,137
LTW23,200,DA-Nord,Grüne,37.02623906705539,127
LTW23,210,DA-Nord,Grüne,30.424528301886795,129
LTW23,220,DA-Nord,Grüne,39.350912778904664,194
LTW23,230,DA-Nord,Grüne,25.102880658436217,122
LTW23,240,DA-Nord,Grüne,24.03628117913832,106
LTW23,250,DA-Nord,Grüne,40.55299539170507,176
LTW23,260,DA-Ost,Grüne,27.44630071599045,115
LTW23,270,DA-Ost,Grüne,25.356576862123614,160
LTW23,280,DA-Ost,Grüne,37.11967545638945,183
LTW23,290,DA-Ost,Grüne,28.739002932551323,98
LTW23,310,DA-Ost,Grüne,24.210526315789473,115
LTW23,320,DA-Ost,Grüne,33.70577281191806,181
LTW23,330,DA-Ost,Grüne,32.93650793650794,166
LTW23,340,DA-Ost,Grüne,26.185958254269448,138
LTW23,350,DA-Ost,Grüne,30.039525691699602,152
LTW23,370,DA-Nord,Grüne,19.327731092436977,92
LTW23,380,DA-Nord,Grüne,30.666666666666664,92
LTW23,390,DA-Nord,Grüne,19.630484988452658,85
LTW23,411,Kranichstein,Grüne,45.253863134657834,205
LTW23,412,Kranichstein,Grüne,27.34375,70
LTW23,413,Kranichstein,Grüne,33.46456692913386,85
LTW23,421,Kranichstein,Grüne,7.228915662650602,24
LTW23,422,Kranichstein,Grüne,24.1635687732342,65
LTW23,431,Arheilgen,Grüne,17.12707182320442,62
LTW23,432,Kranichstein,Grüne,19.5852534562212,85
LTW23,440,Arheilgen,Grüne,16.0,44
LTW23,450,Arheilgen,Grüne,21.367521367521366,100
LTW23,460,Arheilgen,Grüne,17.91907514450867,93
LTW23,481,Arheilgen,Grüne,23.946784922394677,108
LTW23,482,Arheilgen,Grüne,19.144602851323828,94
LTW23,483,Arheilgen,Grüne,18.937644341801384,82
LTW23,490,Arheilgen,Grüne,25.0,111
LTW23,500,Arheilgen,Grüne,22.632794457274827,98
LTW23,510,Arheilgen,Grüne,18.506493506493506,57
LTW23,521,Arheilgen,Grüne,19.00826446280992,69
LTW23,522,Arheilgen,Grüne,21.597633136094675,73
LTW23,530,Arheilgen,Grüne,16.738197424892704,78
LTW23,540,DA-Mitte,Grüne,27.626459143968873,71
LTW23,550,DA-Mitte,Grüne,29.20353982300885,132
LTW23,560,DA-Mitte,Grüne,28.00982800982801,114
LTW23,570,DA-Mitte,Grüne,29.955947136563875,136
LTW23,580,DA-Mitte,Grüne,32.11678832116788,132
LTW23,600,Bessungen,Grüne,31.221719457013574,207
LTW23,610,Bessungen,Grüne,28.50678733031674,189
LTW23,620,Bessungen,Grüne,29.34131736526946,147
LTW23,630,Bessungen,Grüne,40.17857142857143,180
LTW23,640,Bessungen,Grüne,31.630648330058943,161
LTW23,650,Bessungen,Grüne,31.360946745562128,106
LTW23,660,Bessungen,Grüne,33.46774193548387,166
LTW23,680,Bessungen,Grüne,33.004926108374384,201
LTW23,690,Bessungen,Grüne,28.7378640776699,148
LTW23,710,DA-Mitte,Grüne,23.605150214592275,110
LTW23,720,DA-West,Grüne,28.96174863387978,106
LTW23,730,DA-West,Grüne,32.0,176
LTW23,750,DA-West,Grüne,16.7741935483871,52
LTW23,760,DA-West,Grüne,23.123732251521297,114
LTW23,780,DA-West,Grüne,23.339317773788153,130
LTW23,790,DA-West,Grüne,27.111111111111114,122
