Wahl_Abkürzung,gebiet-nr,Stadtteil,Partei,Prozent,Stimmen
LTW23,800,DA-West,Grüne,32.20338983050847,133
LTW23,810,DA-West,Grüne,34.82428115015975,109
LTW23,820,DA-West,Grüne,22.15320910973085,107
LTW23,831,DA-West,Grüne,12.1301775147929,41
LTW23,832,DA-West,Grüne,16.51376146788991,54
LTW23,840,DA-West,Grüne,19.547657512116317,121
LTW23,850,DA-West,Grüne,14.541387024608502,65
LTW23,860,Wixhausen,Grüne,12.566844919786096,47
LTW23,870,Wixhausen,Grüne,14.915254237288137,44
LTW23,880,Wixhausen,Grüne,11.132075471698114,59
LTW23,890,Wixhausen,Grüne,14.61187214611872,64
LTW23,900,Eberstadt,Grüne,27.750410509031198,169
LTW23,910,Eberstadt,Grüne,18.82716049382716,61
LTW23,920,Eberstadt,Grüne,16.548463356973993,70
LTW23,930,Eberstadt,Grüne,19.11764705882353,65
LTW23,940,Eberstadt,Grüne,23.40909090909091,103
LTW23,950,Eberstadt,Grüne,27.931769722814497,131
LTW23,960,Eberstadt,Grüne,29.51096121416526,175
LTW23,970,Eberstadt,Grüne,30.76923076923077,132
LTW23,980,Eberstadt,Grüne,31.592039800995025,127
LTW23,990,Eberstadt,Grüne,17.24137931034483,45
LTW23,1000,Eberstadt,Grüne,25.547445255474454,105
LTW23,1010,Eberstadt,Grüne,27.368421052631582,130
LTW23,1020,Eberstadt,Grüne,11.440677966101696,27
LTW23,1030,Eberstadt,Grüne,11.285266457680251,36
LTW23,1040,Eberstadt,Grüne,26.513569937369518,127
LTW23,1050,Eberstadt,Grüne,27.323943661971832,97
LTW23,91010,,Grüne,28.971962616822427,155
LTW23,91011,,Grüne,34.032634032634036,146
LTW23,91012,,Grüne,32.91925465838509,159
LTW23,91013,,Grüne,33.11546840958606,152
LTW23,91014,,Grüne,30.994152046783626,159
LTW23,91015,,Grüne,27.624309392265197,150
LTW23,91016,,Grüne,36.33440514469453,113
LTW23,92020,,Grüne,32.41852487135506,189
LTW23,92021,,Grüne,40.45368620037807,214
LTW23,92022,,Grüne,35.313001605136435,220
LTW23,92023,,Grüne,33.400402414486926,166
LTW23,92024,,Grüne,37.56805807622505,207
LTW23,92025,,Grüne,35.31669865642994,184
LTW23,92026,,Grüne,29.541595925297116,174
LTW23,92027,,Grüne,39.097744360902254,260
LTW23,92028,,Grüne,33.53174603174603,169
LTW23,93030,,Grüne,33.98692810457516,208
LTW23,93031,,Grüne,17.647058823529413,72
LTW23,93032,,Grüne,29.716193656093488,178
LTW23,93033,,Grüne,25.806451612903224,88
LTW23,93034,,Grüne,24.866785079928952,140
LTW23,93035,,Grüne,33.497536945812804,136
LTW23,93036,,Grüne,24.289405684754524,94
LTW23,94040,,Grüne,31.289640591966172,148
LTW23,94041,,Grüne,30.630630630630627,136
LTW23,94042,,Grüne,31.630971993410213,192
LTW23,94043,,Grüne,33.62521891418564,192
LTW23,94044,,Grüne,36.54135338345865,243
LTW23,94045,,Grüne,36.91931540342298,151
LTW23,95050,,Grüne,26.48752399232246,138
LTW23,95051,,Grüne,30.504587155963304,133
LTW23,95052,,Grüne,24.125874125874127,138
LTW23,95053,,Grüne,22.80431432973806,148
LTW23,95054,,Grüne,20.28688524590164,99
LTW23,95055,,Grüne,16.346153846153847,68
LTW23,96060,,Grüne,17.813765182186234,88
LTW23,96061,,Grüne,18.61198738170347,59
LTW23,96062,,Grüne,21.574344023323615,74
LTW23,96063,,Grüne,18.823529411764707,96
LTW23,96064,,Grüne,18.181818181818183,88
LTW23,96065,,Grüne,18.45841784989858,91
LTW23,96066,,Grüne,17.916666666666668,86
LTW23,97070,,Grüne,27.93522267206478,138
LTW23,97071,,Grüne,21.50537634408602,100
LTW23,97072,,Grüne,21.03174603174603,106
LTW23,97073,,Grüne,24.833702882483372,112
LTW23,97074,,Grüne,25.098039215686274,128
LTW23,97075,,Grüne,23.820224719101123,106
LTW23,97076,,Grüne,25.168539325842698,112
LTW23,97077,,Grüne,21.199143468950748,99
LTW23,98080,,Grüne,12.216404886561955,70
LTW23,98081,,Grüne,19.34865900383142,101
LTW23,99090,,Grüne,33.77777777777778,152
LTW23,99091,,Grüne,26.148409893992934,148
LTW23,99092,,Grüne,25.51984877126654,135
EU24,10,DA-Mitte,Grüne,22.429906542056074,72
EU24,20,DA-Mitte,Grüne,22.137404580152673,58
EU24,30,DA-Mitte,Grüne,27.715355805243448,74
EU24,40,DA-Mitte,Grüne,16.78082191780822,49
EU24,50,DA-Mitte,Grüne,16.878980891719745,53
EU24,60,DA-Nord,Grüne,20.0,79
EU24,90,DA-Nord,Grüne,26.037735849056602,138
EU24,100,DA-Nord,Grüne,33.78378378378378,200
EU24,120,DA-Nord,Grüne,10.550458715596331,23
EU24,130,DA-Nord,Grüne,33.7228714524207,202
EU24,140,DA-Nord,Grüne,32.800000000000004,123
EU24,150,DA-Nord,Grüne,30.681818181818183,135
EU24,180,DA-Nord,Grüne,29.213483146067414,156
EU24,190,DA-Nord,Grüne,26.88888888888889,121
EU24,200,DA-Nord,Grüne,34.04255319148936,128
EU24,210,DA-Nord,Grüne,24.786324786324787,116
EU24,220,DA-Nord,Grüne,33.659491193737765,172
EU24,230,DA-Nord,Grüne,21.839080459770116,114
EU24,240,DA-Nord,Grüne,18.629173989455182,106
EU24,250,DA-Nord,Grüne,29.916317991631797,143
EU24,260,DA-Ost,Grüne,23.580786026200872,108
EU24,270,DA-Ost,Grüne,20.241691842900302,134
EU24,280,DA-Ost,Grüne,31.12701252236136,174
EU24,290,DA-Ost,Grüne,24.6031746031746,93
EU24,310,DA-Ost,Grüne,26.033057851239672,126
EU24,320,DA-Ost,Grüne,29.72972972972973,176
EU24,330,DA-Ost,Grüne,22.60397830018083,125
EU24,340,DA-Ost,Grüne,18.088737201365188,106
EU24,350,DA-Ost,Grüne,20.113851992409867,106
EU24,370,DA-Nord,Grüne,11.394891944990176,58
EU24,380,DA-Nord,Grüne,24.633431085043988,84
EU24,390,DA-Nord,Grüne,19.457013574660635,86
EU24,411,Kranichstein,Grüne,34.81953290870488,164
EU24,412,Kranichstein,Grüne,22.818791946308725,68
EU24,413,Kranichstein,Grüne,21.501706484641637,63
EU24,421,Kranichstein,Grüne,7.317073170731707,27
EU24,422,Kranichstein,Grüne,13.823529411764707,47
EU24,431,Arheilgen,Grüne,11.80722891566265,49
EU24,432,Kranichstein,Grüne,13.938053097345133,63
EU24,440,Arheilgen,Grüne,16.140350877192983,46
EU24,450,Arheilgen,Grüne,17.315175097276263,89
EU24,460,Arheilgen,Grüne,15.584415584415584,84
EU24,481,Arheilgen,Grüne,17.87941787941788,86
EU24,482,Arheilgen,Grüne,16.260162601626014,80
EU24,483,Arheilgen,Grüne,16.228070175438596,74
EU24,490,Arheilgen,Grüne,18.0327868852459,77
EU24,500,Arheilgen,Grüne,17.002237136465325,76
EU24,510,Arheilgen,Grüne,17.857142857142858,55
EU24,521,Arheilgen,Grüne,16.208791208791208,59
EU24,522,Arheilgen,Grüne,17.404129793510325,59
EU24,530,Arheilgen,Grüne,16.39344262295082,80
EU24,540,DA-Mitte,Grüne,18.729096989966553,56
EU24,550,DA-Mitte,Grüne,21.91235059760956,110
EU24,560,DA-Mitte,Grüne,19.730941704035875,88
EU24,570,DA-Mitte,Grüne,22.22222222222222,104
EU24,580,DA-Mitte,Grüne,28.832951945080094,126
EU24,600,Bessungen,Grüne,24.12831241283124,173
EU24,610,Bessungen,Grüne,20.476858345021036,146
EU24,620,Bessungen,Grüne,21.98443579766537,113
EU24,630,Bessungen,Grüne,32.02479338842975,155
EU24,640,Bessungen,Grüne,29.708737864077673,153
EU24,650,Bessungen,Grüne,25.779625779625782,124
EU24,660,Bessungen,Grüne,26.11218568665377,135
EU24,680,Bessungen,Grüne,32.62642740619902,200
EU24,690,Bessungen,Grüne,25.57726465364121,144
EU24,710,DA-Mitte,Grüne,18.526315789473685,88
EU24,720,DA-West,Grüne,22.377622377622377,96
EU24,730,DA-West,Grüne,23.6328125,121
EU24,750,DA-West,Grüne,12.464589235127479,44
EU24,760,DA-West,Grüne,21.135029354207436,108
EU24,780,DA-West,Grüne,18.043844856661046,107
EU24,790,DA-West,Grüne,22.24448897795591,111
EU24,800,DA-West,Grüne,21.96652719665272,105
EU24,810,DA-West,Grüne,18.4,69
EU24,820,DA-West,Grüne,17.954070981210858,86
EU24,831,DA-West,Grüne,15.141955835962145,48
EU24,832,DA-West,Grüne,12.9973474801061,49
EU24,840,DA-West,Grüne,16.323024054982817,95
EU24,850,DA-West,Grüne,9.821428571428571,44
EU24,860,Wixhausen,Grüne,8.443271767810026,32
EU24,870,Wixhausen,Grüne,11.846689895470384,34
EU24,880,Wixhausen,Grüne,10.227272727272728,54
EU24,890,Wixhausen,Grüne,10.085836909871244,47
EU24,900,Eberstadt,Grüne,26.00896860986547,174
EU24,910,Eberstadt,Grüne,17.252396166134183,54
EU24,920,Eberstadt,Grüne,15.238095238095239,64
EU24,930,Eberstadt,Grüne,15.29745042492918,54
EU24,940,Eberstadt,Grüne,18.07780320366133,79
EU24,950,Eberstadt,Grüne,22.15686274509804,113
EU24,960,Eberstadt,Grüne,24.610591900311526,158
EU24,970,Eberstadt,Grüne,22.274881516587676,94
EU24,980,Eberstadt,Grüne,26.683291770573565,107
EU24,990,Eberstadt,Grüne,13.333333333333334,38
EU24,1000,Eberstadt,Grüne,22.195704057279237,93
EU24,1010,Eberstadt,Grüne,22.0,110
EU24,1020,Eberstadt,Grüne,10.367892976588628,31
EU24,1030,Eberstadt,Grüne,7.82608695652174,27
EU24,1040,Eberstadt,Grüne,23.662551440329217,115
EU24,1050,Eberstadt,Grüne,25.068119891008173,92
EU24,91010,,Grüne,27.444794952681388,174
EU24,91011,,Grüne,30.56092843326886,158
EU24,91012,,Grüne,26.148409893992934,148
EU24,91013,,Grüne,26.17801047120419,150
EU24,91014,,Grüne,25.765765765765764,143
EU24,91015,,Grüne,25.719120135363788,152
EU24,91016,,Grüne,28.059701492537314,94
EU24,92020,,Grüne,27.259036144578314,181
EU24,92021,,Grüne,31.52542372881356,186
EU24,92022,,Grüne,32.13751868460389,215
EU24,92023,,Grüne,29.63636363636364,163
EU24,92024,,Grüne,36.201298701298704,223
EU24,92025,,Grüne,31.088082901554404,180
EU24,92026,,Grüne,27.821939586645467,175
EU24,92027,,Grüne,32.196452933151434,236
EU24,92028,,Grüne,33.87096774193548,189
EU24,93030,,Grüne,31.0126582278481,196
EU24,93031,,Grüne,21.80094786729858,92
EU24,93032,,Grüne,27.95527156549521,175
EU24,93033,,Grüne,25.98870056497175,92
EU24,93034,,Grüne,23.556231003039514,155
EU24,93035,,Grüne,27.139364303178482,111
EU24,93036,,Grüne,19.34673366834171,77
EU24,94040,,Grüne,27.697841726618705,154
EU24,94041,,Grüne,29.464285714285715,132
EU24,94042,,Grüne,24.96217851739788,165
EU24,94043,,Grüne,31.669266770670827,203
EU24,94044,,Grüne,30.693069306930692,217
EU24,94045,,Grüne,33.25358851674641,139
EU24,95050,,Grüne,22.02797202797203,126
EU24,95051,,Grüne,29.01234567901235,141
EU24,95052,,Grüne,20.28526148969889,128
EU24,95053,,Grüne,21.693907875185737,146
EU24,95054,,Grüne,18.837675350701403,94
EU24,95055,,Grüne,14.734299516908212,61
EU24,96060,,Grüne,15.30398322851153,73
EU24,96061,,Grüne,14.046822742474916,42
EU24,96062,,Grüne,23.44213649851632,79
EU24,96063,,Grüne,19.223300970873787,99
EU24,96064,,Grüne,14.37007874015748,73
EU24,96065,,Grüne,20.86021505376344,97
EU24,96066,,Grüne,17.72151898734177,84
EU24,97070,,Grüne,23.09236947791165,115
EU24,97071,,Grüne,17.254901960784313,88
EU24,97072,,Grüne,18.271119842829076,93
EU24,97073,,Grüne,24.71395881006865,108
EU24,97074,,Grüne,25.04604051565378,136
EU24,97075,,Grüne,20.93541202672606,94
EU24,97076,,Grüne,25.37313432835821,119
EU24,97077,,Grüne,19.874476987447697,95
EU24,98080,,Grüne,15.053763440860216,84
EU24,98081,,Grüne,17.835671342685373,89
EU24,99090,,Grüne,32.17922606924644,158
EU24,99091,,Grüne,20.9009009009009,116
EU24,99092,,Grüne,21.511627906976745,111
BTW25,10,DA-Mitte,Grüne,26.174496644295303,117
BTW25,20,DA-Mitte,Grüne,25.977653631284912,93
BTW25,30,DA-Mitte,Grüne,30.246913580246915,98
BTW25,40,DA-Mitte,Grüne,26.954177897574123,100
BTW25,50,DA-Mitte,Grüne,16.707616707616708,68
BTW25,60,DA-Nord,Grüne,22.796934865900383,119
BTW25,90,DA-Nord,Grüne,27.605633802816904,196
BTW25,100,DA-Nord,Grüne,32.62411347517731,230
BTW25,120,DA-Nord,Grüne,14.080459770114942,49
BTW25,130,DA-Nord,Grüne,34.18803418803419,240
BTW25,140,DA-Nord,Grüne,36.027713625866056,156
BTW25,150,DA-Nord,Grüne,31.088082901554404,180
BTW25,180,DA-Nord,Grüne,27.28592162554427,188
BTW25,190,DA-Nord,Grüne,30.3886925795053,172
BTW25,200,DA-Nord,Grüne,32.974137931034484,153
BTW25,210,DA-Nord,Grüne,27.708703374777976,156
BTW25,220,DA-Nord,Grüne,31.2202852614897,197
BTW25,230,DA-Nord,Grüne,21.21212121212121,154
BTW25,240,DA-Nord,Grüne,22.428571428571427,157
BTW25,250,DA-Nord,Grüne,36.48881239242685,212
BTW25,260,DA-Ost,Grüne,28.488372093023255,147
BTW25,270,DA-Ost,Grüne,25.679347826086957,189
BTW25,280,DA-Ost,Grüne,30.73170731707317,189
BTW25,290,DA-Ost,Grüne,29.605263157894733,135
BTW25,310,DA-Ost,Grüne,24.646781789638933,157
BTW25,320,DA-Ost,Grüne,29.03225806451613,198
BTW25,330,DA-Ost,Grüne,30.362116991643457,218
BTW25,340,DA-Ost,Grüne,27.5808936825886,179
BTW25,350,DA-Ost,Grüne,27.472527472527474,175
BTW25,370,DA-Nord,Grüne,14.937759336099585,108
BTW25,380,DA-Nord,Grüne,26.6384778012685,126
BTW25,390,DA-Nord,Grüne,16.096866096866098,113
BTW25,411,Kranichstein,Grüne,37.89279112754159,205
BTW25,412,Kranichstein,Grüne,22.82051282051282,89
BTW25,413,Kranichstein,Grüne,22.641509433962266,84
BTW25,421,Kranichstein,Grüne,6.631762652705062,38
BTW25,422,Kranichstein,Grüne,12.387387387387387,55
BTW25,431,Arheilgen,Grüne,11.400651465798045,70
BTW25,432,Kranichstein,Grüne,15.263157894736842,87
BTW25,440,Arheilgen,Grüne,13.829787234042554,52
BTW25,450,Arheilgen,Grüne,14.48382126348228,94
BTW25,460,Arheilgen,Grüne,17.147192716236724,113
BTW25,481,Arheilgen,Grüne,16.329966329966332,97
BTW25,482,Arheilgen,Grüne,14.350453172205437,95
BTW25,483,Arheilgen,Grüne,17.46031746031746,99
BTW25,490,Arheilgen,Grüne,20.076481835564053,105
BTW25,500,Arheilgen,Grüne,18.397085610200364,101
BTW25,510,Arheilgen,Grüne,16.46489104116223,68
BTW25,521,Arheilgen,Grüne,16.176470588235293,77
BTW25,522,Arheilgen,Grüne,17.473684210526315,83
BTW25,530,Arheilgen,Grüne,15.749235474006115,103
BTW25,540,DA-Mitte,Grüne,26.70299727520436,98
BTW25,550,DA-Mitte,Grüne,25.283630470016206,156
BTW25,560,DA-Mitte,Grüne,24.25828970331588,139
BTW25,570,DA-Mitte,Grüne,25.5663430420712,158
BTW25,580,DA-Mitte,Grüne,30.115830115830118,156
BTW25,600,Bessungen,Grüne,30.698739977090494,268
BTW25,610,Bessungen,Grüne,25.842696629213485,207
BTW25,620,Bessungen,Grüne,24.418604651162788,147
BTW25,630,Bessungen,Grüne,34.69387755102041,204
BTW25,640,Bessungen,Grüne,28.125,180
BTW25,650,Bessungen,Grüne,25.817757009345794,221
BTW25,660,Bessungen,Grüne,24.671052631578945,150
BTW25,680,Bessungen,Grüne,30.129124820659968,210
BTW25,690,Bessungen,Grüne,26.928471248246844,192
BTW25,710,DA-Mitte,Grüne,19.516407599309154,113
BTW25,720,DA-West,Grüne,19.84,124
BTW25,730,DA-West,Grüne,25.072463768115945,173
BTW25,750,DA-West,Grüne,16.150442477876105,73
BTW25,760,DA-West,Grüne,20.053835800807537,149
BTW25,780,DA-West,Grüne,18.772563176895307,156
BTW25,790,DA-West,Grüne,26.594090202177295,171
BTW25,800,DA-West,Grüne,22.056631892697467,148
BTW25,810,DA-West,Grüne,25.161290322580644,117
BTW25,820,DA-West,Grüne,20.032840722495894,122
BTW25,831,DA-West,Grüne,17.985611510791365,75
BTW25,832,DA-West,Grüne,13.480885311871226,67
BTW25,840,DA-West,Grüne,17.379679144385026,130
BTW25,850,DA-West,Grüne,13.23283082077052,79
BTW25,860,Wixhausen,Grüne,11.553784860557768,58
BTW25,870,Wixhausen,Grüne,11.71875,45
BTW25,880,Wixhausen,Grüne,10.796221322537113,80
BTW25,890,Wixhausen,Grüne,13.069908814589665,86
BTW25,900,Eberstadt,Grüne,28.05194805194805,216
BTW25,910,Eberstadt,Grüne,15.217391304347828,63
BTW25,920,Eberstadt,Grüne,15.917602996254681,85
BTW25,930,Eberstadt,Grüne,17.59465478841871,79
BTW25,940,Eberstadt,Grüne,19.28571428571429,108
BTW25,950,Eberstadt,Grüne,24.615384615384617,144
BTW25,960,Eberstadt,Grüne,24.872448979591837,195
BTW25,970,Eberstadt,Grüne,26.296296296296294,142
BTW25,980,Eberstadt,Grüne,28.68525896414343,144
BTW25,990,Eberstadt,Grüne,10.287081339712918,43
BTW25,1000,Eberstadt,Grüne,20.626151012891345,112
BTW25,1010,Eberstadt,Grüne,24.302134646962234,148
BTW25,1020,Eberstadt,Grüne,8.955223880597014,36
BTW25,1030,Eberstadt,Grüne,7.926829268292683,39
BTW25,1040,Eberstadt,Grüne,21.51260504201681,128
BTW25,1050,Eberstadt,Grüne,24.458874458874458,113
BTW21,10,DA-Mitte,CDU,8.178438661710038,22
BTW21,20,DA-Mitte,CDU,6.666666666666667,18
BTW21,30,DA-Mitte,CDU,8.75,21
BTW21,40,DA-Mitte,CDU,11.895910780669144,32
BTW21,50,DA-Mitte,CDU,10.476190476190476,33
BTW21,60,DA-Nord,CDU,10.427807486631016,39
BTW21,90,DA-Nord,CDU,9.873949579831933,47
BTW21,100,DA-Nord,CDU,10.216110019646365,52
BTW21,120,DA-Nord,CDU,10.300429184549357,24
BTW21,130,DA-Nord,CDU,6.679764243614931,34
BTW21,140,DA-Nord,CDU,7.202216066481995,26
BTW21,150,DA-Nord,CDU,5.637254901960785,23
BTW21,180,DA-Nord,CDU,6.329113924050633,30
BTW21,190,DA-Nord,CDU,7.012987012987012,27
BTW21,200,DA-Nord,CDU,5.187319884726225,18
BTW21,210,DA-Nord,CDU,6.407322654462242,28
BTW21,220,DA-Nord,CDU,3.640256959314775,17
BTW21,230,DA-Nord,CDU,6.910569105691057,34
BTW21,240,DA-Nord,CDU,12.159329140461216,58
BTW21,250,DA-Nord,CDU,3.611738148984198,16
BTW21,260,DA-Ost,CDU,28.197674418604652,97
BTW21,270,DA-Ost,CDU,27.84552845528455,137
BTW21,280,DA-Ost,CDU,19.843342036553523,76
BTW21,290,DA-Ost,CDU,13.60544217687075,40
BTW21,310,DA-Ost,CDU,9.977827050997783,45
BTW21,320,DA-Ost,CDU,9.361702127659575,44
BTW21,330,DA-Ost,CDU,7.889125799573561,37
BTW21,340,DA-Ost,CDU,14.975845410628018,62
BTW21,350,DA-Ost,CDU,9.919028340080972,49
BTW21,370,DA-Nord,CDU,13.682092555331993,68
BTW21,380,DA-Nord,CDU,9.385113268608414,29
BTW21,390,DA-Nord,CDU,15.074309978768577,71
BTW21,411,Kranichstein,CDU,6.727828746177369,22
BTW21,412,Kranichstein,CDU,17.557251908396946,46
BTW21,413,Kranichstein,CDU,13.253012048192772,33
BTW21,421,Kranichstein,CDU,17.989417989417987,68
BTW21,422,Kranichstein,CDU,17.24137931034483,50
BTW21,431,Arheilgen,CDU,16.908212560386474,70
BTW21,432,Kranichstein,CDU,19.5,78
BTW21,440,Arheilgen,CDU,17.424242424242426,46
BTW21,450,Arheilgen,CDU,15.319148936170212,72
BTW21,460,Arheilgen,CDU,19.12681912681913,92
BTW21,481,Arheilgen,CDU,18.457943925233643,79
BTW21,482,Arheilgen,CDU,15.879828326180256,74
BTW21,483,Arheilgen,CDU,18.586387434554975,71
BTW21,490,Arheilgen,CDU,16.034985422740526,55
BTW21,500,Arheilgen,CDU,13.202247191011235,47
BTW21,510,Arheilgen,CDU,11.987381703470032,38
BTW21,521,Arheilgen,CDU,17.23076923076923,56
BTW21,522,Arheilgen,CDU,14.814814814814813,52
BTW21,530,Arheilgen,CDU,16.626506024096386,69
BTW21,540,DA-Mitte,CDU,14.334470989761092,42
BTW21,550,DA-Mitte,CDU,8.333333333333332,41
BTW21,560,DA-Mitte,CDU,12.222222222222221,55
BTW21,570,DA-Mitte,CDU,8.391608391608392,36
BTW21,580,DA-Mitte,CDU,10.76923076923077,42
BTW21,600,Bessungen,CDU,16.785714285714285,94
BTW21,610,Bessungen,CDU,26.136363636363637,138
BTW21,620,Bessungen,CDU,17.180616740088105,78
BTW21,630,Bessungen,CDU,12.398921832884097,46
BTW21,640,Bessungen,CDU,10.189573459715639,43
BTW21,650,Bessungen,CDU,9.352517985611511,26
BTW21,660,Bessungen,CDU,11.471861471861471,53
BTW21,680,Bessungen,CDU,13.877551020408163,68
BTW21,690,Bessungen,CDU,15.207373271889402,66
BTW21,710,DA-Mitte,CDU,10.74766355140187,46
BTW21,720,DA-West,CDU,9.54653937947494,40
BTW21,730,DA-West,CDU,11.020408163265307,54
BTW21,750,DA-West,CDU,11.949685534591195,38
BTW21,760,DA-West,CDU,12.705882352941176,54
BTW21,780,DA-West,CDU,10.211946050096339,53
BTW21,790,DA-West,CDU,13.501144164759726,59
BTW21,800,DA-West,CDU,7.9178885630498534,27
BTW21,810,DA-West,CDU,14.24581005586592,51
BTW21,820,DA-West,CDU,17.69041769041769,72
BTW21,831,DA-West,CDU,19.52861952861953,58
BTW21,832,DA-West,CDU,14.285714285714285,50
BTW21,840,DA-West,CDU,17.16566866267465,86
BTW21,850,DA-West,CDU,22.524752475247524,91
BTW21,860,Wixhausen,CDU,18.461538461538463,60
BTW21,870,Wixhausen,CDU,14.44866920152091,38
BTW21,880,Wixhausen,CDU,19.662921348314608,105
BTW21,890,Wixhausen,CDU,18.449197860962567,69
BTW21,900,Eberstadt,CDU,17.96733212341198,99
BTW21,910,Eberstadt,CDU,18.70748299319728,55
BTW21,920,Eberstadt,CDU,15.979381443298967,62
BTW21,930,Eberstadt,CDU,18.098159509202453,59
BTW21,940,Eberstadt,CDU,20.432692307692307,85
BTW21,950,Eberstadt,CDU,13.28125,51
BTW21,960,Eberstadt,CDU,20.588235294117645,105
BTW21,970,Eberstadt,CDU,18.639053254437872,63
BTW21,980,Eberstadt,CDU,13.017751479289942,44
BTW21,990,Eberstadt,CDU,13.029315960912053,40
BTW21,1000,Eberstadt,CDU,15.012722646310433,59
BTW21,1010,Eberstadt,CDU,21.865889212827987,75
BTW21,1020,Eberstadt,CDU,17.05685618729097,51
BTW21,1030,Eberstadt,CDU,19.682539682539684,62
BTW21,1040,Eberstadt,CDU,19.571045576407506,73
BTW21,1050,Eberstadt,CDU,22.46153846153846,73
BTW21,91010,,CDU,11.221122112211221,102
BTW21,91011,,CDU,10.353535353535353,82
BTW21,91012,,CDU,11.073059360730593,97
BTW21,91013,,CDU,8.634772462077013,74
BTW21,91014,,CDU,11.940298507462686,104
BTW21,91015,,CDU,11.389521640091116,100
BTW21,91016,,CDU,16.1231884057971,89
BTW21,92020,,CDU,7.547169811320755,72
BTW21,92021,,CDU,9.442548350398178,83
BTW21,92022,,CDU,10.615079365079366,107
BTW21,92023,,CDU,9.019165727170236,80
BTW21,92024,,CDU,4.823151125401929,45
BTW21,92025,,CDU,7.213114754098362,66
BTW21,92026,,CDU,9.275053304904052,87
BTW21,92027,,CDU,6.292352371732816,65
BTW21,92028,,CDU,10.167464114832537,85
BTW21,93030,,CDU,14.948453608247423,145
BTW21,93031,,CDU,30.745341614906835,198
BTW21,93032,,CDU,22.707889125799575,213
BTW21,93033,,CDU,14.90566037735849,79
BTW21,93034,,CDU,15.054835493519441,151
BTW21,93035,,CDU,11.842105263157894,72
BTW21,93036,,CDU,17.289719626168225,111
BTW21,94040,,CDU,19.64809384164223,134
BTW21,94041,,CDU,25.170998632010942,184
BTW21,94042,,CDU,14.332247557003258,132
BTW21,94043,,CDU,13.304721030042918,124
BTW21,94044,,CDU,7.78727445394112,82
BTW21,94045,,CDU,14.135338345864662,94
BTW21,95050,,CDU,16.257309941520468,139
BTW21,95051,,CDU,12.3342175066313,93
BTW21,95052,,CDU,16.543209876543212,134
BTW21,95053,,CDU,12.845010615711253,121
BTW21,95054,,CDU,15.530303030303031,123
BTW21,95055,,CDU,16.594516594516595,115
BTW21,96060,,CDU,18.47545219638243,143
BTW21,96061,,CDU,17.42738589211618,84
BTW21,96062,,CDU,15.485074626865671,83
BTW21,96063,,CDU,22.90909090909091,189
BTW21,96064,,CDU,22.5130890052356,172
BTW21,96065,,CDU,19.951040391676866,163
BTW21,96066,,CDU,16.40625,126
BTW21,97070,,CDU,22.457067371202115,170
BTW21,97071,,CDU,25.763612217795483,194
BTW21,97072,,CDU,23.687752355316285,176
BTW21,97073,,CDU,16.773367477592828,131
BTW21,97074,,CDU,20.93628088426528,161
BTW21,97075,,CDU,19.947159841479525,151
BTW21,97076,,CDU,16.80327868852459,123
BTW21,97077,,CDU,23.673997412677878,183
BTW21,98080,,CDU,17.454954954954953,155
BTW21,98081,,CDU,22.936893203883496,189
BTW21,99090,,CDU,14.702154626109,116
BTW21,99091,,CDU,20.30735455543359,185
BTW21,99092,,CDU,18.50899742930591,144
LTW23,10,DA-Mitte,CDU,18.27956989247312,51
LTW23,20,DA-Mitte,CDU,10.330578512396695,25
LTW23,30,DA-Mitte,CDU,14.69387755102041,36
LTW23,40,DA-Mitte,CDU,13.382899628252787,36
LTW23,50,DA-Mitte,CDU,13.928571428571429,39
LTW23,60,DA-Nord,CDU,18.7683284457478,64
LTW23,90,DA-Nord,CDU,14.342629482071715,72
LTW23,100,DA-Nord,CDU,15.257352941176471,83
LTW23,120,DA-Nord,CDU,19.158878504672895,41
LTW23,130,DA-Nord,CDU,10.350877192982457,59
LTW23,140,DA-Nord,CDU,10.850439882697946,37
LTW23,150,DA-Nord,CDU,9.670329670329672,44
LTW23,180,DA-Nord,CDU,10.272536687631026,49
LTW23,190,DA-Nord,CDU,11.320754716981133,48
LTW23,200,DA-Nord,CDU,9.329446064139942,32
LTW23,210,DA-Nord,CDU,13.679245283018867,58
LTW23,220,DA-Nord,CDU,10.547667342799189,52
LTW23,230,DA-Nord,CDU,14.19753086419753,69
LTW23,240,DA-Nord,CDU,17.233560090702948,76
LTW23,250,DA-Nord,CDU,11.52073732718894,50
LTW23,260,DA-Ost,CDU,31.742243436754176,133
LTW23,270,DA-Ost,CDU,34.23137876386688,216
LTW23,280,DA-Ost,CDU,25.760649087221093,127
LTW23,290,DA-Ost,CDU,19.64809384164223,67
LTW23,310,DA-Ost,CDU,16.842105263157894,80
LTW23,320,DA-Ost,CDU,14.8975791433892,80
LTW23,330,DA-Ost,CDU,14.880952380952381,75
LTW23,340,DA-Ost,CDU,24.667931688804554,130
LTW23,350,DA-Ost,CDU,19.76284584980237,100
LTW23,370,DA-Nord,CDU,24.159663865546218,115
LTW23,380,DA-Nord,CDU,14.666666666666666,44
LTW23,390,DA-Nord,CDU,23.094688221709006,100
LTW23,411,Kranichstein,CDU,7.28476821192053,33
LTW23,412,Kranichstein,CDU,16.796875,43
LTW23,413,Kranichstein,CDU,16.141732283464567,41
LTW23,421,Kranichstein,CDU,23.795180722891565,79
