wahl,gebiet-nr,gebiet-name,Insgesamt,CDU,Grüne,SPD,AfD,FDP,Linke,Anteil_SPD,Anteil_CDU,Anteil_Grüne,Anteil_FDP,Anteil_AfD,Anteil_Linke,CDU_Anteil,CDU_Prozent,Grüne_Anteil,Grüne_Prozent,SPD_Anteil,SPD_Prozent,AfD_Anteil,AfD_Prozent,FDP_Anteil,FDP_Prozent,Linke_Anteil,Linke_Prozent,Wahl_Abkürzung,Stadtteil
Landtagswahl 2023,96062,96062,343,86,74,94,30,21,7,,,,,,,0.25072886297376096,25.072886297376094,0.21574344023323616,21.574344023323615,0.27405247813411077,27.405247813411076,0.08746355685131195,8.746355685131196,0.061224489795918366,6.122448979591836,0.02040816326530612,2.0408163265306123,LTW23,
Landtagswahl 2023,96063,96063,510,162,96,100,39,24,19,,,,,,,0.3176470588235294,31.76470588235294,0.18823529411764706,18.823529411764707,0.19607843137254902,19.607843137254903,0.07647058823529412,7.647058823529412,0.047058823529411764,4.705882352941177,0.03725490196078431,3.7254901960784315,LTW23,
Landtagswahl 2023,96064,96064,484,155,88,102,50,31,11,,,,,,,0.3202479338842975,32.02479338842975,0.18181818181818182,18.181818181818183,0.21074380165289255,21.074380165289256,0.10330578512396695,10.330578512396695,0.0640495867768595,6.40495867768595,0.022727272727272728,2.272727272727273,LTW23,
Landtagswahl 2023,96065,96065,493,154,91,110,44,20,19,,,,,,,0.31237322515212984,31.237322515212984,0.1845841784989858,18.45841784989858,0.2231237322515213,22.31237322515213,0.08924949290060852,8.924949290060852,0.04056795131845842,4.056795131845842,0.038539553752535496,3.8539553752535496,LTW23,
Landtagswahl 2023,96066,96066,480,134,86,109,61,29,18,,,,,,,0.2791666666666667,27.916666666666668,0.17916666666666667,17.916666666666668,0.22708333333333333,22.708333333333332,0.12708333333333333,12.708333333333332,0.06041666666666667,6.041666666666667,0.0375,3.75,LTW23,
Landtagswahl 2023,97070,97070,494,151,138,66,47,34,14,,,,,,,0.305668016194332,30.5668016194332,0.2793522267206478,27.93522267206478,0.13360323886639677,13.360323886639677,0.0951417004048583,9.51417004048583,0.06882591093117409,6.882591093117409,0.02834008097165992,2.834008097165992,LTW23,
Landtagswahl 2023,97071,97071,465,173,100,62,34,48,12,,,,,,,0.3720430107526882,37.204301075268816,0.21505376344086022,21.50537634408602,0.13333333333333333,13.333333333333334,0.07311827956989247,7.311827956989248,0.1032258064516129,10.32258064516129,0.025806451612903226,2.5806451612903225,LTW23,
Landtagswahl 2023,97072,97072,504,181,106,80,58,25,16,,,,,,,0.35912698412698413,35.91269841269841,0.21031746031746032,21.03174603174603,0.15873015873015872,15.873015873015872,0.11507936507936507,11.507936507936508,0.0496031746031746,4.9603174603174605,0.031746031746031744,3.1746031746031744,LTW23,
Landtagswahl 2023,97073,97073,451,132,112,84,53,18,12,,,,,,,0.2926829268292683,29.268292682926827,0.24833702882483372,24.833702882483372,0.18625277161862527,18.625277161862527,0.11751662971175167,11.751662971175167,0.03991130820399113,3.9911308203991127,0.026607538802660754,2.6607538802660753,LTW23,
Landtagswahl 2023,97074,97074,510,162,128,93,33,35,16,,,,,,,0.3176470588235294,31.76470588235294,0.25098039215686274,25.098039215686274,0.18235294117647058,18.235294117647058,0.06470588235294118,6.470588235294119,0.06862745098039216,6.862745098039216,0.03137254901960784,3.1372549019607843,LTW23,
Landtagswahl 2023,97075,97075,445,142,106,70,32,22,18,,,,,,,0.31910112359550563,31.910112359550563,0.23820224719101124,23.820224719101123,0.15730337078651685,15.730337078651685,0.07191011235955057,7.191011235955057,0.04943820224719101,4.943820224719101,0.04044943820224719,4.044943820224719,LTW23,
Landtagswahl 2023,97076,97076,445,136,112,85,29,20,13,,,,,,,0.3056179775280899,30.56179775280899,0.251685393258427,25.168539325842698,0.19101123595505617,19.101123595505616,0.0651685393258427,6.51685393258427,0.0449438202247191,4.49438202247191,0.029213483146067417,2.9213483146067416,LTW23,
Landtagswahl 2023,97077,97077,467,174,99,71,51,24,7,,,,,,,0.37259100642398285,37.25910064239829,0.21199143468950749,21.199143468950748,0.15203426124197003,15.203426124197003,0.10920770877944326,10.920770877944326,0.05139186295503212,5.139186295503212,0.014989293361884369,1.4989293361884368,LTW23,
Landtagswahl 2023,98080,98080,573,175,70,140,66,22,18,,,,,,,0.3054101221640489,30.54101221640489,0.12216404886561955,12.216404886561955,0.2443280977312391,24.43280977312391,0.11518324607329843,11.518324607329843,0.038394415357766144,3.8394415357766145,0.031413612565445025,3.1413612565445024,LTW23,
Landtagswahl 2023,98081,98081,522,161,101,108,58,27,16,,,,,,,0.30842911877394635,30.842911877394634,0.19348659003831417,19.34865900383142,0.20689655172413793,20.689655172413794,0.1111111111111111,11.11111111111111,0.05172413793103448,5.172413793103448,0.03065134099616858,3.065134099616858,LTW23,
Landtagswahl 2023,99090,99090,450,96,152,55,41,17,42,,,,,,,0.21333333333333335,21.333333333333336,0.3377777777777778,33.77777777777778,0.12222222222222222,12.222222222222221,0.09111111111111111,9.11111111111111,0.03777777777777778,3.7777777777777777,0.09333333333333334,9.333333333333334,LTW23,
Landtagswahl 2023,99091,99091,566,176,148,85,67,17,18,,,,,,,0.31095406360424027,31.09540636042403,0.26148409893992935,26.148409893992934,0.1501766784452297,15.01766784452297,0.11837455830388692,11.837455830388691,0.030035335689045935,3.0035335689045937,0.03180212014134275,3.180212014134275,LTW23,
Landtagswahl 2023,99092,99092,529,159,135,83,51,23,20,,,,,,,0.3005671077504726,30.056710775047257,0.2551984877126654,25.51984877126654,0.15689981096408318,15.689981096408317,0.09640831758034027,9.640831758034027,0.043478260869565216,4.3478260869565215,0.03780718336483932,3.780718336483932,LTW23,
Europawahl,10,00010 - Stadtverwaltung,321,32,72,28,14,23,22,,,,,,,0.09968847352024922,9.968847352024921,0.22429906542056074,22.429906542056074,0.08722741433021806,8.722741433021806,0.04361370716510903,4.361370716510903,0.07165109034267912,7.165109034267912,0.06853582554517133,6.853582554517133,EU24,DA-Mitte
Europawahl,20,00020 - Justus-Liebig-Haus,262,25,58,34,15,18,19,,,,,,,0.09541984732824428,9.541984732824428,0.22137404580152673,22.137404580152673,0.1297709923664122,12.977099236641221,0.05725190839694656,5.7251908396946565,0.06870229007633588,6.870229007633588,0.07251908396946564,7.251908396946565,EU24,DA-Mitte
Europawahl,30,00030 - Justus-Liebig-Haus,267,31,74,25,11,14,15,,,,,,,0.11610486891385768,11.610486891385769,0.27715355805243447,27.715355805243448,0.09363295880149813,9.363295880149813,0.04119850187265917,4.119850187265917,0.052434456928838954,5.2434456928838955,0.056179775280898875,5.617977528089887,EU24,DA-Mitte
Europawahl,40,00040 - Stadtverwaltung,292,29,49,34,25,17,22,,,,,,,0.09931506849315068,9.931506849315069,0.1678082191780822,16.78082191780822,0.11643835616438356,11.643835616438356,0.08561643835616438,8.561643835616438,0.05821917808219178,5.821917808219178,0.07534246575342465,7.534246575342466,EU24,DA-Mitte
Europawahl,50,00050 - Justus-Liebig-Haus,314,33,53,48,34,21,19,,,,,,,0.10509554140127389,10.509554140127388,0.16878980891719744,16.878980891719745,0.15286624203821655,15.286624203821656,0.10828025477707007,10.828025477707007,0.06687898089171974,6.687898089171974,0.06050955414012739,6.050955414012739,EU24,DA-Mitte
Europawahl,60,00060 - Interimsgebäude Erasmus-Kittler-Schule,395,47,79,37,30,20,25,,,,,,,0.1189873417721519,11.89873417721519,0.2,20.0,0.09367088607594937,9.367088607594937,0.0759493670886076,7.59493670886076,0.05063291139240506,5.063291139240507,0.06329113924050633,6.329113924050633,EU24,DA-Nord
Europawahl,90,00090 - Goetheschule,530,54,138,59,30,21,54,,,,,,,0.1018867924528302,10.18867924528302,0.26037735849056604,26.037735849056602,0.11132075471698114,11.132075471698114,0.05660377358490566,5.660377358490567,0.03962264150943396,3.9622641509433962,0.1018867924528302,10.18867924528302,EU24,DA-Nord
Europawahl,100,00100 - Goetheschule,592,58,200,59,27,25,38,,,,,,,0.09797297297297297,9.797297297297296,0.33783783783783783,33.78378378378378,0.09966216216216216,9.966216216216216,0.04560810810810811,4.5608108108108105,0.04222972972972973,4.222972972972973,0.06418918918918919,6.418918918918918,EU24,DA-Nord
Europawahl,120,00120 - Stadthaus Frankf. Str.,218,32,23,23,51,11,8,,,,,,,0.14678899082568808,14.678899082568808,0.10550458715596331,10.550458715596331,0.10550458715596331,10.550458715596331,0.23394495412844038,23.394495412844037,0.05045871559633028,5.045871559633028,0.03669724770642202,3.669724770642202,EU24,DA-Nord
Europawahl,130,00130 - Ehemalige Kyritzschule,599,55,202,57,16,21,46,,,,,,,0.09181969949916527,9.181969949916526,0.337228714524207,33.7228714524207,0.09515859766277128,9.515859766277128,0.02671118530884808,2.671118530884808,0.035058430717863104,3.5058430717863103,0.07679465776293823,7.6794657762938225,EU24,DA-Nord
Europawahl,140,00140 - Ehemalige Kyritzschule,375,26,123,39,16,15,32,,,,,,,0.06933333333333333,6.933333333333333,0.328,32.800000000000004,0.104,10.4,0.042666666666666665,4.266666666666667,0.04,4.0,0.08533333333333333,8.533333333333333,EU24,DA-Nord
Europawahl,150,00150 - Ehemalige Kyritzschule,440,31,135,45,20,8,43,,,,,,,0.07045454545454545,7.045454545454545,0.3068181818181818,30.681818181818183,0.10227272727272728,10.227272727272728,0.045454545454545456,4.545454545454546,0.01818181818181818,1.8181818181818181,0.09772727272727273,9.772727272727273,EU24,DA-Nord
Europawahl,180,00180 - Schillerschule,534,56,156,58,39,18,39,,,,,,,0.10486891385767791,10.486891385767791,0.29213483146067415,29.213483146067414,0.10861423220973783,10.861423220973784,0.07303370786516854,7.303370786516854,0.033707865168539325,3.3707865168539324,0.07303370786516854,7.303370786516854,EU24,DA-Nord
Europawahl,190,00190 - Schillerschule,450,36,121,59,27,13,42,,,,,,,0.08,8.0,0.2688888888888889,26.88888888888889,0.13111111111111112,13.111111111111112,0.06,6.0,0.028888888888888888,2.888888888888889,0.09333333333333334,9.333333333333334,EU24,DA-Nord
Europawahl,200,00200 - Schillerschule,376,27,128,48,21,18,26,,,,,,,0.07180851063829788,7.180851063829788,0.3404255319148936,34.04255319148936,0.1276595744680851,12.76595744680851,0.05585106382978723,5.585106382978723,0.047872340425531915,4.787234042553192,0.06914893617021277,6.914893617021277,EU24,DA-Nord
Europawahl,210,00210 - Schillerschule,468,31,116,57,34,17,50,,,,,,,0.06623931623931624,6.623931623931624,0.24786324786324787,24.786324786324787,0.12179487179487179,12.179487179487179,0.07264957264957266,7.264957264957266,0.03632478632478633,3.632478632478633,0.10683760683760683,10.683760683760683,EU24,DA-Nord
Europawahl,220,00220 - Bernhard-Adelung-Schule,511,40,172,47,25,13,39,,,,,,,0.07827788649706457,7.8277886497064575,0.33659491193737767,33.659491193737765,0.09197651663405088,9.197651663405088,0.04892367906066536,4.892367906066536,0.025440313111545987,2.5440313111545985,0.07632093933463796,7.632093933463796,EU24,DA-Nord
Europawahl,230,00230 - Bernhard-Adelung-Schule,522,52,114,67,45,21,44,,,,,,,0.09961685823754789,9.961685823754788,0.21839080459770116,21.839080459770116,0.12835249042145594,12.835249042145595,0.08620689655172414,8.620689655172415,0.040229885057471264,4.022988505747127,0.0842911877394636,8.42911877394636,EU24,DA-Nord
Europawahl,240,00240 - Kindergarten der Ev. Thomasgemeinde,569,67,106,113,52,19,34,,,,,,,0.11775043936731107,11.775043936731107,0.18629173989455183,18.629173989455182,0.19859402460456943,19.85940246045694,0.0913884007029877,9.13884007029877,0.033391915641476276,3.3391915641476277,0.05975395430579965,5.975395430579964,EU24,DA-Nord
Europawahl,250,00250 - Christian-Morgenstern-Schule,478,34,143,69,26,13,43,,,,,,,0.07112970711297072,7.112970711297072,0.29916317991631797,29.916317991631797,0.14435146443514643,14.435146443514643,0.05439330543933055,5.439330543933055,0.027196652719665274,2.7196652719665275,0.0899581589958159,8.99581589958159,EU24,DA-Nord
Europawahl,260,00260 - Kindergarten der Ev. Thomasgemeinde,458,105,108,63,36,35,15,,,,,,,0.2292576419213974,22.925764192139738,0.23580786026200873,23.580786026200872,0.13755458515283842,13.755458515283841,0.07860262008733625,7.860262008733625,0.07641921397379912,7.641921397379912,0.03275109170305677,3.2751091703056767,EU24,DA-Ost
Europawahl,270,00270 - Kindergarten der Ev. Thomasgemeinde,662,193,134,99,42,50,18,,,,,,,0.29154078549848944,29.154078549848943,0.20241691842900303,20.241691842900302,0.14954682779456194,14.954682779456194,0.0634441087613293,6.3444108761329305,0.0755287009063444,7.552870090634441,0.027190332326283987,2.719033232628399,EU24,DA-Ost
Europawahl,280,00280 - Abendgymnasium,559,105,174,55,18,42,25,,,,,,,0.18783542039355994,18.783542039355993,0.3112701252236136,31.12701252236136,0.09838998211091235,9.838998211091235,0.03220035778175313,3.2200357781753133,0.07513416815742398,7.5134168157423975,0.044722719141323794,4.47227191413238,EU24,DA-Ost
Europawahl,290,00290 - Abendgymnasium,378,47,93,48,28,22,21,,,,,,,0.12433862433862433,12.433862433862434,0.24603174603174602,24.6031746031746,0.12698412698412698,12.698412698412698,0.07407407407407407,7.4074074074074066,0.0582010582010582,5.82010582010582,0.05555555555555555,5.555555555555555,EU24,DA-Ost
Europawahl,310,00310 - Abendgymnasium,484,54,126,80,40,26,20,,,,,,,0.1115702479338843,11.15702479338843,0.2603305785123967,26.033057851239672,0.1652892561983471,16.528925619834713,0.08264462809917356,8.264462809917356,0.05371900826446281,5.371900826446281,0.04132231404958678,4.132231404958678,EU24,DA-Ost
Europawahl,320,00320 - Abendgymnasium,592,62,176,73,39,32,35,,,,,,,0.10472972972972973,10.472972972972974,0.2972972972972973,29.72972972972973,0.12331081081081081,12.33108108108108,0.06587837837837837,6.587837837837837,0.05405405405405406,5.405405405405405,0.05912162162162162,5.912162162162162,EU24,DA-Ost
Europawahl,330,00330 - Abendgymnasium,553,59,125,63,37,22,36,,,,,,,0.10669077757685352,10.669077757685352,0.22603978300180833,22.60397830018083,0.11392405063291139,11.39240506329114,0.06690777576853527,6.6907775768535265,0.039783001808318265,3.9783001808318263,0.0650994575045208,6.50994575045208,EU24,DA-Ost
Europawahl,340,00340 - Elly-Heuss-Knapp-Schule,586,96,106,82,46,51,21,,,,,,,0.16382252559726962,16.38225255972696,0.18088737201365188,18.088737201365188,0.13993174061433447,13.993174061433447,0.07849829351535836,7.849829351535837,0.08703071672354949,8.70307167235495,0.03583617747440273,3.583617747440273,EU24,DA-Ost
Europawahl,350,00350 - Elly-Heuss-Knapp-Schule,527,79,106,80,39,23,21,,,,,,,0.14990512333965844,14.990512333965844,0.20113851992409867,20.113851992409867,0.15180265654648956,15.180265654648956,0.07400379506641366,7.400379506641366,0.04364326375711575,4.364326375711575,0.03984819734345351,3.984819734345351,EU24,DA-Ost
Europawahl,370,00370 - Käthe-Kollwitz-Schule,509,86,58,88,64,29,24,,,,,,,0.16895874263261296,16.895874263261295,0.11394891944990176,11.394891944990176,0.17288801571709234,17.288801571709232,0.12573673870333987,12.573673870333987,0.05697445972495088,5.697445972495088,0.047151277013752456,4.715127701375246,EU24,DA-Nord
Europawahl,380,00380 - Käthe-Kollwitz-Schule,341,46,84,40,38,23,13,,,,,,,0.1348973607038123,13.48973607038123,0.24633431085043989,24.633431085043988,0.11730205278592376,11.730205278592376,0.11143695014662756,11.143695014662756,0.06744868035190615,6.744868035190615,0.03812316715542522,3.812316715542522,EU24,DA-Nord
Europawahl,390,00390 - Käthe-Kollwitz-Schule,442,67,86,57,63,19,17,,,,,,,0.1515837104072398,15.158371040723981,0.19457013574660634,19.457013574660635,0.12895927601809956,12.895927601809957,0.1425339366515837,14.25339366515837,0.042986425339366516,4.298642533936651,0.038461538461538464,3.8461538461538463,EU24,DA-Nord
Europawahl,411,00411 - Erich Kästner-Schule,471,24,164,44,24,17,44,,,,,,,0.050955414012738856,5.095541401273886,0.3481953290870488,34.81953290870488,0.09341825902335456,9.341825902335456,0.050955414012738856,5.095541401273886,0.036093418259023353,3.6093418259023355,0.09341825902335456,9.341825902335456,EU24,Kranichstein
Europawahl,412,00412 - Erich Kästner-Schule,298,45,68,37,40,5,12,,,,,,,0.15100671140939598,15.100671140939598,0.22818791946308725,22.818791946308725,0.12416107382550336,12.416107382550337,0.1342281879194631,13.422818791946309,0.016778523489932886,1.6778523489932886,0.040268456375838924,4.026845637583892,EU24,Kranichstein
Europawahl,413,00413 - Familienzentrum,293,39,63,56,29,17,12,,,,,,,0.13310580204778158,13.310580204778159,0.2150170648464164,21.501706484641637,0.19112627986348124,19.112627986348123,0.09897610921501707,9.897610921501707,0.05802047781569966,5.802047781569966,0.040955631399317405,4.09556313993174,EU24,Kranichstein
Europawahl,421,00421 - Erich Kästner-Schule,369,59,27,57,97,15,22,,,,,,,0.15989159891598917,15.989159891598916,0.07317073170731707,7.317073170731707,0.15447154471544716,15.447154471544716,0.26287262872628725,26.287262872628723,0.04065040650406504,4.0650406504065035,0.05962059620596206,5.9620596205962055,EU24,Kranichstein
Europawahl,422,00422 - Erich Kästner-Schule,340,70,47,38,40,22,16,,,,,,,0.20588235294117646,20.588235294117645,0.13823529411764707,13.823529411764707,0.11176470588235295,11.176470588235295,0.11764705882352941,11.76470588235294,0.06470588235294118,6.470588235294119,0.047058823529411764,4.705882352941177,EU24,Kranichstein
Europawahl,431,"00431 - Kinderhort, Jägertorstr.",415,66,49,46,63,14,26,,,,,,,0.15903614457831325,15.903614457831324,0.1180722891566265,11.80722891566265,0.1108433734939759,11.08433734939759,0.15180722891566265,15.180722891566264,0.033734939759036145,3.3734939759036147,0.06265060240963856,6.265060240963856,EU24,Arheilgen
Europawahl,432,00432 - Erich Kästner-Schule,452,87,63,84,64,16,17,,,,,,,0.19247787610619468,19.24778761061947,0.13938053097345132,13.938053097345133,0.18584070796460178,18.58407079646018,0.1415929203539823,14.15929203539823,0.035398230088495575,3.5398230088495577,0.03761061946902655,3.761061946902655,EU24,Kranichstein
Europawahl,440,"00440 - Kinderhort, Jägertorstr.",285,52,46,44,43,11,10,,,,,,,0.1824561403508772,18.24561403508772,0.16140350877192983,16.140350877192983,0.1543859649122807,15.43859649122807,0.15087719298245614,15.087719298245613,0.03859649122807018,3.8596491228070176,0.03508771929824561,3.508771929824561,EU24,Arheilgen
Europawahl,450,00450 - Stadtteilschule Arheilg.,514,101,89,75,73,35,19,,,,,,,0.19649805447470817,19.64980544747082,0.17315175097276264,17.315175097276263,0.14591439688715954,14.591439688715955,0.14202334630350194,14.202334630350194,0.06809338521400778,6.809338521400778,0.03696498054474708,3.6964980544747084,EU24,Arheilgen
Europawahl,460,00460 - Stadtteilschule Arheilg.,539,121,84,119,39,28,26,,,,,,,0.22448979591836735,22.448979591836736,0.15584415584415584,15.584415584415584,0.22077922077922077,22.07792207792208,0.07235621521335807,7.235621521335807,0.05194805194805195,5.194805194805195,0.04823747680890538,4.823747680890538,EU24,Arheilgen
Europawahl,481,00481 - Astrid-Lindgren-Schule,481,122,86,75,47,22,18,,,,,,,0.25363825363825365,25.363825363825367,0.1787941787941788,17.87941787941788,0.15592515592515593,15.592515592515593,0.09771309771309772,9.771309771309772,0.04573804573804574,4.5738045738045745,0.037422037422037424,3.7422037422037424,EU24,Arheilgen
Europawahl,482,00482 - Wilhelm-Busch-Schule,492,84,80,64,78,39,21,,,,,,,0.17073170731707318,17.073170731707318,0.16260162601626016,16.260162601626014,0.13008130081300814,13.008130081300814,0.15853658536585366,15.853658536585366,0.07926829268292683,7.926829268292683,0.042682926829268296,4.2682926829268295,EU24,Arheilgen
Europawahl,483,00483 - Wilhelm-Busch-Schule,456,114,74,78,41,27,12,,,,,,,0.25,25.0,0.16228070175438597,16.228070175438596,0.17105263157894737,17.105263157894736,0.08991228070175439,8.991228070175438,0.05921052631578947,5.921052631578947,0.02631578947368421,2.631578947368421,EU24,Arheilgen
Europawahl,490,00490 - Astrid-Lindgren-Schule,427,93,77,84,56,17,15,,,,,,,0.21779859484777517,21.779859484777518,0.18032786885245902,18.0327868852459,0.19672131147540983,19.672131147540984,0.13114754098360656,13.114754098360656,0.03981264637002342,3.9812646370023423,0.0351288056206089,3.51288056206089,EU24,Arheilgen
Europawahl,500,00500 - Astrid-Lindgren-Schule,447,91,76,90,57,15,16,,,,,,,0.203579418344519,20.3579418344519,0.17002237136465326,17.002237136465325,0.20134228187919462,20.13422818791946,0.12751677852348994,12.751677852348994,0.03355704697986577,3.3557046979865772,0.035794183445190156,3.5794183445190155,EU24,Arheilgen
Europawahl,510,00510 - Astrid-Lindgren-Schule,308,52,55,60,30,11,13,,,,,,,0.16883116883116883,16.883116883116884,0.17857142857142858,17.857142857142858,0.19480519480519481,19.480519480519483,0.09740259740259741,9.740259740259742,0.03571428571428571,3.571428571428571,0.04220779220779221,4.220779220779221,EU24,Arheilgen
Europawahl,521,00521 - Wilhelm-Busch-Schule,364,76,59,61,49,21,14,,,,,,,0.2087912087912088,20.87912087912088,0.1620879120879121,16.208791208791208,0.16758241758241757,16.758241758241756,0.1346153846153846,13.461538461538462,0.057692307692307696,5.769230769230769,0.038461538461538464,3.8461538461538463,EU24,Arheilgen
Europawahl,522,00522 - Wilhelm-Busch-Schule,339,85,59,63,39,13,6,,,,,,,0.25073746312684364,25.073746312684364,0.17404129793510326,17.404129793510325,0.18584070796460178,18.58407079646018,0.11504424778761062,11.504424778761061,0.038348082595870206,3.8348082595870205,0.017699115044247787,1.7699115044247788,EU24,Arheilgen
Europawahl,530,00530 - Freiwillige Feuerwehr DA-Arheilgen,488,90,80,87,69,21,17,,,,,,,0.18442622950819673,18.442622950819672,0.16393442622950818,16.39344262295082,0.17827868852459017,17.827868852459016,0.1413934426229508,14.139344262295081,0.0430327868852459,4.30327868852459,0.03483606557377049,3.483606557377049,EU24,Arheilgen
Europawahl,540,00540 - Alice-Eleonoren-Schule (Kapellplatz),299,40,56,40,21,13,10,,,,,,,0.13377926421404682,13.377926421404682,0.18729096989966554,18.729096989966553,0.13377926421404682,13.377926421404682,0.07023411371237458,7.023411371237458,0.043478260869565216,4.3478260869565215,0.033444816053511704,3.3444816053511706,EU24,DA-Mitte
Europawahl,550,00550 - Alice-Eleonoren-Schule (Kapellplatz),502,64,110,77,44,24,33,,,,,,,0.12749003984063745,12.749003984063744,0.21912350597609562,21.91235059760956,0.15338645418326693,15.338645418326694,0.08764940239043825,8.764940239043826,0.04780876494023904,4.780876494023905,0.06573705179282868,6.573705179282868,EU24,DA-Mitte
Europawahl,560,00560 - Alice-Eleonoren-Schule (Kapellplatz),446,51,88,49,40,28,28,,,,,,,0.11434977578475336,11.434977578475337,0.19730941704035873,19.730941704035875,0.10986547085201794,10.986547085201794,0.08968609865470852,8.968609865470851,0.06278026905829596,6.278026905829597,0.06278026905829596,6.278026905829597,EU24,DA-Mitte
Europawahl,570,00570 - Heinrich-Hoffmann-Schule,468,55,104,61,38,37,40,,,,,,,0.11752136752136752,11.752136752136751,0.2222222222222222,22.22222222222222,0.13034188034188035,13.034188034188036,0.0811965811965812,8.11965811965812,0.07905982905982906,7.905982905982905,0.08547008547008547,8.547008547008547,EU24,DA-Mitte
Europawahl,580,00580 - Heinrich-Hoffmann-Schule,437,54,126,62,25,20,21,,,,,,,0.12356979405034325,12.356979405034325,0.28832951945080093,28.832951945080094,0.14187643020594964,14.187643020594965,0.057208237986270026,5.720823798627003,0.04576659038901602,4.576659038901601,0.04805491990846682,4.805491990846682,EU24,DA-Mitte
Europawahl,600,00600 - Georg-Büchner-Schule,717,151,173,86,40,50,30,,,,,,,0.2105997210599721,21.05997210599721,0.2412831241283124,24.12831241283124,0.1199442119944212,11.994421199442119,0.05578800557880056,5.578800557880056,0.0697350069735007,6.97350069735007,0.04184100418410042,4.184100418410042,EU24,Bessungen
Europawahl,610,00610 - Alice-Eleonoren-Schule,713,218,146,87,35,78,19,,,,,,,0.30575035063113604,30.575035063113603,0.20476858345021037,20.476858345021036,0.12201963534361851,12.201963534361852,0.04908835904628331,4.908835904628331,0.1093969144460028,10.93969144460028,0.02664796633941094,2.664796633941094,EU24,Bessungen
Europawahl,620,00620 - Lichtenbergschule,514,113,113,79,33,44,23,,,,,,,0.2198443579766537,21.98443579766537,0.2198443579766537,21.98443579766537,0.15369649805447472,15.369649805447471,0.06420233463035019,6.420233463035019,0.08560311284046693,8.560311284046692,0.04474708171206226,4.474708171206226,EU24,Bessungen
Europawahl,630,00630 - Herderschule,484,76,155,70,15,27,24,,,,,,,0.15702479338842976,15.702479338842975,0.3202479338842975,32.02479338842975,0.1446280991735537,14.46280991735537,0.030991735537190084,3.0991735537190084,0.05578512396694215,5.578512396694215,0.049586776859504134,4.958677685950414,EU24,Bessungen
Europawahl,640,00640 - Herderschule,515,63,153,62,29,34,35,,,,,,,0.12233009708737864,12.233009708737864,0.2970873786407767,29.708737864077673,0.1203883495145631,12.03883495145631,0.05631067961165048,5.631067961165048,0.06601941747572816,6.601941747572816,0.06796116504854369,6.796116504854369,EU24,Bessungen
Europawahl,650,00650 - Quartierwerkstatt Lincoln-Siedlung,481,48,124,57,32,16,30,,,,,,,0.0997920997920998,9.97920997920998,0.2577962577962578,25.779625779625782,0.11850311850311851,11.85031185031185,0.06652806652806653,6.652806652806653,0.033264033264033266,3.3264033264033266,0.062370062370062374,6.237006237006238,EU24,Bessungen
Europawahl,660,00660 - Herderschule,517,70,135,70,32,25,38,,,,,,,0.13539651837524178,13.539651837524177,0.2611218568665377,26.11218568665377,0.13539651837524178,13.539651837524177,0.061895551257253385,6.189555125725339,0.048355899419729204,4.835589941972921,0.0735009671179884,7.35009671179884,EU24,Bessungen
Europawahl,680,00680 - Mornewegschule (Schulcontainer),613,88,200,90,36,25,33,,,,,,,0.14355628058727568,14.355628058727568,0.3262642740619902,32.62642740619902,0.1468189233278956,14.681892332789559,0.05872756933115824,5.872756933115824,0.040783034257748776,4.078303425774878,0.053833605220228384,5.383360522022838,EU24,Bessungen
Europawahl,690,00690 - Mornewegschule (Schulcontainer),563,91,144,75,40,37,20,,,,,,,0.16163410301953818,16.163410301953817,0.2557726465364121,25.57726465364121,0.13321492007104796,13.321492007104796,0.07104795737122557,7.104795737122557,0.06571936056838366,6.571936056838366,0.035523978685612786,3.5523978685612785,EU24,Bessungen
Europawahl,710,00710 - Georg-Moller-Haus,475,57,88,74,47,31,34,,,,,,,0.12,12.0,0.18526315789473685,18.526315789473685,0.15578947368421053,15.578947368421053,0.09894736842105263,9.894736842105264,0.06526315789473684,6.526315789473684,0.07157894736842105,7.157894736842104,EU24,DA-Mitte
Europawahl,720,00720 - Mornewegschule (Schulcontainer),429,49,96,45,45,25,12,,,,,,,0.11421911421911422,11.421911421911423,0.22377622377622378,22.377622377622377,0.1048951048951049,10.48951048951049,0.1048951048951049,10.48951048951049,0.05827505827505827,5.827505827505827,0.027972027972027972,2.797202797202797,EU24,DA-West
Europawahl,730,00730 - Heinrich-Heine-Schule,512,67,121,74,28,25,33,,,,,,,0.130859375,13.0859375,0.236328125,23.6328125,0.14453125,14.453125,0.0546875,5.46875,0.048828125,4.8828125,0.064453125,6.4453125,EU24,DA-West
Europawahl,750,00750 - Heinrich-Heine-Schule,353,58,44,53,47,14,15,,,,,,,0.1643059490084986,16.43059490084986,0.12464589235127478,12.464589235127479,0.1501416430594901,15.01416430594901,0.13314447592067988,13.314447592067987,0.039660056657223795,3.9660056657223794,0.042492917847025496,4.2492917847025495,EU24,DA-West
Europawahl,760,00760 - Heinrich-Heine-Schule,511,87,108,71,46,31,22,,,,,,,0.17025440313111545,17.025440313111545,0.21135029354207435,21.135029354207436,0.13894324853228962,13.894324853228962,0.09001956947162426,9.001956947162427,0.060665362035225046,6.066536203522505,0.043052837573385516,4.305283757338552,EU24,DA-West
